disease_name,disease_name_clean,pathogen,pathogen_tax_id,pathogen_type,pheic_risk,pathogen_family,pathogen_genus,screen_status,priority_tier,likely_vector_group,screening_source_key,screening_basis,disease_rows_in_network,host_count_in_network,candidate_vector_species,candidate_vector_genus,candidate_vector_family,candidate_vector_group,vector_status,evidence_type,evidence_strength,source_org,source_title,source_url,source_accessed,notes,next_action,assignment_basis,vector_evidence_basis,vector_record_sources,vector_supporting_row_count,vector_join_key
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Hoplopsyllus anomalus,Hoplopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,hoplopsyllus anomalus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Hystrichopsylla linsdalei,Hystrichopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,hystrichopsylla linsdalei
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Malaraeus telchinum,Malaraeus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,malaraeus telchinum
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Neopsylla setosa,Neopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,neopsylla setosa
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Nosopsyllus fasciatus,Nosopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,nosopsyllus fasciatus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Opisodasys nesiotis,Opisodasys,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,opisodasys nesiotis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Orchopeas sexdentatus,Orchopeas,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,orchopeas sexdentatus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Oropsylla idahoensis,Oropsylla,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,oropsylla idahoensis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Oropsylla labis,Oropsylla,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,oropsylla labis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Oropsylla tuberculata cynomuris,Oropsylla,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,oropsylla tuberculata cynomuris
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus curvispinus,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus curvispinus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus custodis,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus custodis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus dashidorzhii,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus dashidorzhii
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus hesperius kalabukhovi,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus hesperius kalabukhovi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus repandus,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus repandus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus scorodumovi,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus scorodumovi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Paradoxopsyllus teretifrons,Paradoxopsyllus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,paradoxopsyllus teretifrons
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Pleochaetis exilis,Pleochaetis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,pleochaetis exilis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Polygenis bohlsi bohlsi,Polygenis,,flea,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,polygenis bohlsi bohlsi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Polygenis bohlsi jordani,Polygenis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,polygenis bohlsi jordani
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Rhadinopsylla daurica,Rhadinopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhadinopsylla daurica
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Rhadinopsylla rothschildi,Rhadinopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhadinopsylla rothschildi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Thrassis acamantis,Thrassis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,thrassis acamantis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Thrassis arizonensis,Thrassis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,thrassis arizonensis
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Thrassis fotus,Thrassis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,thrassis fotus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Thrassis francisi,Thrassis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,thrassis francisi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Thrassis pandorae,Thrassis,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,thrassis pandorae
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Xenopsylla astia,Xenopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,xenopsylla astia
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Xenopsylla brasiliensis,Xenopsylla,,flea,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,xenopsylla brasiliensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes (Aedimorphus) dentatus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes (aedimorphus) dentatus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes (Aedimorphus) vexans arabiensis,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes (aedimorphus) vexans arabiensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes (Neomelaniconion) circumluteolus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes (neomelaniconion) circumluteolus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes (Neomelaniconion) mcintoshi,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes (neomelaniconion) mcintoshi
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes (Neomelaniconion) palpalis group,,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes (neomelaniconion) palpalis group
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes calceatus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1,aedes calceatus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes circumluteolus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes circumluteolus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes durbanensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,2,aedes durbanensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes japonicus japonicus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes japonicus japonicus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes palpalis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1,aedes palpalis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes pembaensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes pembaensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes spp.,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes spp.
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes vexans (Meigen),Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field+lab,lit_review,1,aedes vexans (meigen)
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles bradleyi-crucians,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,anopheles bradleyi-crucians
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles gambiae arabiensis,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,anopheles gambiae arabiensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles gambiae sensu lato,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1,anopheles gambiae sensu lato
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles spp.,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,anopheles spp.
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles ziemanni,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1,anopheles ziemanni
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) antennatus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) antennatus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) neavei,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) neavei
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) pipiens,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) pipiens
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) poicilipes,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) poicilipes
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) theileri,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) theileri
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) tritaeniorhynchus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) tritaeniorhynchus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) zombaensis,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culex (culex) zombaensis
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1,culex pipiens biotype molestus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype pipiens,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1,culex pipiens biotype pipiens
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype pipiens x biotype molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1,culex pipiens biotype pipiens x biotype molestus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens complex,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1,culex pipiens complex
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens form molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1,culex pipiens form molestus
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens hybrid form,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1,culex pipiens hybrid form
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens s.l.,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1,culex pipiens s.l.
