disease_name,disease_name_clean,pathogen,pathogen_tax_id,pathogen_type,pheic_risk,pathogen_family,pathogen_genus,screen_status,priority_tier,likely_vector_group,screening_source_key,screening_basis,disease_rows_in_network,host_count_in_network,candidate_vector_species,candidate_vector_genus,candidate_vector_family,candidate_vector_group,vector_status,evidence_type,evidence_strength,source_org,source_title,source_url,source_accessed,notes,next_action,assignment_basis,vector_evidence_basis,vector_record_sources,vector_supporting_row_count
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes caspius,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes circumluteolus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes detritus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes durbanensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes excrucians,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes japonicus japonicus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes mcintoshi,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,3
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes melanimon,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes ochraceus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes palpalis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes pembaensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes sollicitans,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes spp.,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes sudanensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes taeniorhynchus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes triseriatus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes vexans,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field+lab,EFSA; lit_review,4
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Aedes vexans (Meigen),Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field+lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles bradleyi-crucians,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles coustani,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,5
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles funestus,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles gambiae,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles gambiae arabiensis,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles gambiae sensu lato,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles pharoensis,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles rufipes,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles spp.,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles squamosus,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,3
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Anopheles ziemanni,Anopheles,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Coquillettidia perturbans,Coquillettidia,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) antennatus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) neavei,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) pipiens,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) poicilipes,,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) theileri,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) tritaeniorhynchus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex (Culex) zombaensis,,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex annulioris,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex antennatus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,4
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex bitaeniorhynchus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex erraticus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex erythrothorax,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex neavei,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex nigripalpus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,7
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype pipiens,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens biotype pipiens x biotype molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens complex,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens form molestus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens hybrid form,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex pipiens s.l.,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,efsa_appendix_g,EFSA,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex poicilipes,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,5
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex poicilipes (Theobald),Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,field+lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex quinquefasciatus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,5
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex quinquefasciatus Say,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,lab,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex salinarius,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex spp.,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex tarsalis,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,2
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex territans,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex theileri,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,High,phenuiviridae,phlebovirus,clear,1_high,mosquito,WHO_Rift_Valley_fever_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,17,17,Culex tritaeniorhynchus,Culex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with mosquito vectors and note livestock context.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,3
