ID,Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host_clean,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9316,Macropus fuliginosus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,MACROPODIDAE,DIPROTODONTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9103,Meleagris gallopavo,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,PHASIANIDAE,GALLIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9662,Meles meles,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9716,Mirounga angustirostris,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,PHOCIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,51896,Morelia spilota,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,PYTHONIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,10090,Mus musculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,10090,Mus musculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,111176,Notechis scutatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8663,Notechis scutatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,ELAPIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,13180,Nymphicus hollandicus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,CACATUIDAE,PSITTACIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9874,Odocoileus virginianus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,LEPORIDAE,LAGOMORPHA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,LEPORIDAE,LAGOMORPHA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,LEPORIDAE,LAGOMORPHA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9940,Ovis aries,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9940,Ovis aries,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,111177,Oxyuranus microlepidotus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,ELAPIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8668,Oxyuranus scutellatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,ELAPIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,94885,Pantherophis guttatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,COLUBRIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,36229,Papio ursinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,48849,Passer domesticus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,PASSERIDAE,PASSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8168,Perca fluviatilis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,ACTINOPTERYGII,PERCIDAE,PERCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,88162,Phelsuma madagascariensis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,GEKKONIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9742,Phocoena phocoena,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,PHOCOENIDAE,ARTIODACTYLA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,52200,Physignathus cocincinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,AGAMIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,103695,Pogona vitticeps,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,AGAMIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9654,Procyon lotor,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,PROCYONIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8671,Pseudechis porphyriacus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,ELAPIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8673,Pseudonaja textilis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,ELAPIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,37607,Pyrrhula pyrrhula,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,FRINGILLIDAE,PASSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,51750,Python molurus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,PYTHONIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,51751,Python regius,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,PYTHONIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,34869,Rupicapra rupicapra,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,34869,Rupicapra rupicapra,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,43778,Oedipomidas geoffroyi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,13679,Scomberomorus cavalla,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,ACTINOPTERYGII,SCOMBRIDAE,PERCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,160760,Spinus spinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,FRINGILLIDAE,PASSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,111821,Strix aluco,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,SUIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,SUIDAE,ARTIODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,SUIDAE,ARTIODACTYLA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,86976,Testudo hermanni,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,TESTUDINIDAE,TESTUDINES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,155307,Tiliqua nigrolutea,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,SCINCIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8527,Tiliqua rugosa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,SCINCIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,71010,Tiliqua scincoides,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,SCINCIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,176049,Trichoglossus haematodus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,179930,Trioceros ellioti,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,CHAMAELEONIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,338354,Tropidophorus grayi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,SCINCIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,62043,Varanus indicus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,VARANIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,62044,Varanus mertensi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,VARANIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,8559,Varanus varius,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,REPTILIA,VARANIDAE,SQUAMATA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B2,salmonella enterica,28901,High,Non-typhoidal salmonellosis,9627,Vulpes vulpes,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B3,shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B3,shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B3,shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B3,shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9541,Macaca fascicularis,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B3,shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9598,Pan troglodytes,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,CHORDATA,MAMMALIA,HOMINIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,8839,Anas platyrhynchos,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,7962,Cyprinus carpio,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,34882,Enhydra lutris,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B4,vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,7998,Ictalurus punctatus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,ICTALURIDAE,SILURIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,75329,Misgurnus anguillicaudatus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,COBITIDAE,CYPRINIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,29088,Neomonachus schauinslandi,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,MAMMALIA,PHOCIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,206143,Pampus argenteus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,STROMATEIDAE,PERCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,119488,Siniperca chuatsi,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,SINIPERCIDAE,PERCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B4,vibrio cholerae,666,High,Cholera,1234273,Tachysurus fulvidraco,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,CHORDATA,ACTINOPTERYGII,BAGRIDAE,SILURIFORMES,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,129246,Apodemus chevrieri,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,55047,bassariscus astutus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9614,canis latrans,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9614,canis latrans,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,9612,Canis lupus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,37022,Cerradomys subflavus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,45480,Cynomys ludovicianus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,259054,Eothenomys miletus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9685,Felis catus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9685,Felis catus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,407171,Lasiopodomys brandtii,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,61383,Lynx canadensis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,61383,Lynx canadensis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,61384,lynx rufus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,93157,Marmota baibacina,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,93157,Marmota baibacina,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,71802,Marmota caudata,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,93163,Marmota himalayana,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,93166,Marmota sibirica,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9660,martes americana,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9662,Meles meles,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,30548,mephitis mephitis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,261754,Meriones meridianus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10047,Meriones unguiculatus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,47230,Microtus arvalis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10090,Mus musculus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,77149,Mustela eversmanii,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,55048,mustela frenata,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,77151,Mustela nigripes,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,30635,Necromys lasiurus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,771787,Neodon fuscus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,105199,neotoma fuscipes,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,130827,Ochotona dauurica,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,OCHOTONIDAE,LAGOMORPHA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,130839,Ochotona pallasi,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9872,Odocoileus hemionus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9872,Odocoileus hemionus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,38668,Onychomys leucogaster,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
