Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i
Orthoflavivirus denguei,12637,High,Dengue,94117,pteropus scapulatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,94956,pteronotus davyi,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,124751,Molossus rufus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,molossidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,126295,Marmosa murina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,didelphidae,didelphimorphia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,126298,Marmosops parvidens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,didelphidae,didelphimorphia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,128105,Proechimys guyannensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,echimyidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,128106,Proechimys cuvieri,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,echimyidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,138695,Carollia brevicauda,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,148021,anoura geoffroyi,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,153286,Myotis nigricans,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,vespertilionidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,153297,Scotophilus kuhlii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,vespertilionidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,12637,High,Dengue,155040,Natalus stramineus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,natalidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9268,Didelphis marsupialis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,didelphidae,didelphimorphia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9395,Tupaia glis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,tupaiidae,scandentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9417,Artibeus jamaicensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9534,Chlorocebus aethiops,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9541,Macaca fascicularis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9545,Macaca nemestrina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,9615,Canis lupus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,10090,Mus musculus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,27638,Glossophaga soricina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,40229,Dermanura phaeotis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,40233,Carollia perspicillata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,57378,Callithrix penicillata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,callitrichidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,58076,Molossus sinaloae,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,molossidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,89673,Phyllostomus discolor,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,122765,Trachypithecus cristatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,124751,Molossus rufus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,molossidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,126295,Marmosa murina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,didelphidae,didelphimorphia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,128106,Proechimys cuvieri,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,echimyidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,153299,Rhogeessa tumida,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,vespertilionidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,196700,Sturnira parvidens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,1982945,Molossus pretiosus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,molossidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,2994998,Glossophaga mutica,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus denguei,3052464,High,Dengue,2997257,Molossus nigricans,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,8839,Anas platyrhynchos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,8880,Mergus merganser,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,columbidae,columbiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9157,Parus major,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,paridae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9160,Passer montanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,passeridae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9172,Sturnus vulgaris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,sturnidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9182,Phylloscopus trochilus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phylloscopidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9546,Macaca sylvanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9546,Macaca sylvanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9548,Macaca radiata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9548,Macaca radiata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,equidae,perissodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9823,Sus scrofa,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,suidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9852,Alces alces,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9858,Capreolus capreolus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9860,Cervus elaphus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9860,Cervus elaphus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9913,Bos taurus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9925,Capra hircus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9925,Capra hircus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9940,Ovis aries,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9940,Ovis aries,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,9940,Ovis aries,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,10090,Mus musculus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,10090,Mus musculus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,10116,Rattus norvegicus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,10129,Apodemus sylvaticus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,10129,Apodemus sylvaticus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,29092,Microtus agrestis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,30423,Coloeus monedula,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,30527,Ovis ammon,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,30527,Ovis ammon,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,30532,dama dama,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,34924,Pica pica,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,36255,Fringilla montifringilla,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,37595,Emberiza citrinella,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,emberizidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,37598,Fringilla coelebs,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,37600,Carduelis carduelis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,37601,Chloris chloris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,37607,Pyrrhula pyrrhula,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,39030,Apodemus agrarius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,39030,Apodemus agrarius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,42254,Sorex araneus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,soricidae,eulipotyphla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,43163,Curruca curruca,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,sylviidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,45804,Anthus trivialis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,motacillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,46689,Ficedula hypoleuca,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,muscicapidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,47230,Microtus arvalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,47230,Microtus arvalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,48150,Phylloscopus collybita,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phylloscopidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,48895,Poecile montanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,paridae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,50251,Sitta europaea,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,sittidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,54292,Apodemus flavicollis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,55149,sciurus vulgaris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,56435,Phylloscopus proregulus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phylloscopidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,59449,barbastella barbastellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,64680,Tamias sibiricus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,68474,Acrocephalus dumetorum,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,acrocephalidae,passeriformes,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,75838,Spatula clypeata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,75839,Anas crecca,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,88029,Semnopithecus entellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,88029,Semnopithecus entellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,88110,Riparia riparia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,hirundinidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,99867,Urocitellus undulatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,sciuridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
