disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa
Plague,plague,Aetheca wagneri,aetheca wagneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Citellophilus tesquorum,citellophilus tesquorum,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking and transmission studies,TRUE,FALSE
Plague,plague,Citellophilus tesquorum altaicus,citellophilus tesquorum altaicus,flea,flea,confirmed,review,lit_review,1,2,southern Siberia,Ben Ari et al. 2011; Gage and Kosoy 2005,important vector; winter maintenance in hibernating rodents,TRUE,FALSE
Plague,plague,Ctenocephalides felis,ctenocephalides felis,flea,flea,confirmed,review,lit_review,1,2,North America; Northeast Brazil; Serra dos Orgaos (RJ),Eisen et al. 2009 Table 1; Reis et al. 2021,experimentally confirmed; naturally infected,TRUE,FALSE
Plague,plague,Echidnophaga gallinaceus,echidnophaga gallinaceus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Epitedia eumolpi,epitedia eumolpi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Epitedia wenmanni,epitedia wenmanni,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Hoplopsyllus anomalus,hoplopsyllus anomalus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Hystrichopsylla linsdalei,hystrichopsylla linsdalei,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; important in enzootic transmission,TRUE,FALSE
Plague,plague,Malaraeus telchinum,malaraeus telchinum,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; mechanical transmission,TRUE,FALSE
Plague,plague,Megabothris abantis,megabothris abantis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Neopsylla setosa,neopsylla setosa,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking study,TRUE,FALSE
Plague,plague,Nosopsyllus fasciatus,nosopsyllus fasciatus,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; northern rat flea,TRUE,FALSE
Plague,plague,Opisodasys nesiotis,opisodasys nesiotis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,OCR spelling uncertain,TRUE,FALSE
Plague,plague,Orchopeas sexdentatus,orchopeas sexdentatus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla bruneri,oropsylla bruneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla hirsuta,oropsylla hirsuta,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla idahoensis,oropsylla idahoensis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla labis,oropsylla labis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla montana,oropsylla montana,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; less efficient vector,TRUE,FALSE
Plague,plague,Oropsylla rupestris,oropsylla rupestris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla tuberculata,oropsylla tuberculata,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Oropsylla tuberculata cynomuris,oropsylla tuberculata cynomuris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Paradoxopsyllus curvispinus,paradoxopsyllus curvispinus,flea,flea,weak,review,lit_review,1,1,Japan; Southeast Asia,Medvedev et al. 2022,historical claim; debated,TRUE,FALSE
Plague,plague,Paradoxopsyllus custodis,paradoxopsyllus custodis,flea,flea,candidate,review,lit_review,1,1,"Yunnan, China",Medvedev et al. 2022,limited epizootic mention,TRUE,FALSE
Plague,plague,Paradoxopsyllus dashidorzhii,paradoxopsyllus dashidorzhii,flea,flea,confirmed,review,lit_review,1,1,Mongolia; Russia,Medvedev et al. 2022,main vector,TRUE,FALSE
Plague,plague,Paradoxopsyllus hesperius kalabukhovi,paradoxopsyllus hesperius kalabukhovi,flea,flea,confirmed,review,lit_review,1,1,China; Mongolia; Russia,Medvedev et al. 2022,accessory vector,TRUE,FALSE
Plague,plague,Paradoxopsyllus repandus,paradoxopsyllus repandus,flea,flea,confirmed,review,lit_review,1,1,Kazakhstan; Turkmenistan,Medvedev et al. 2022,accessory or occasional vector,TRUE,FALSE
Plague,plague,Paradoxopsyllus scorodumovi,paradoxopsyllus scorodumovi,flea,flea,confirmed,review,lit_review,1,1,Mongolia; Russia,Medvedev et al. 2022,main vector; occasional in Tuva,TRUE,FALSE
Plague,plague,Paradoxopsyllus teretifrons,paradoxopsyllus teretifrons,flea,flea,confirmed,review,lit_review,1,1,Kazakhstan; Turkmenistan,Medvedev et al. 2022,plague vector,TRUE,FALSE
Plague,plague,Pleochaetis exilis,pleochaetis exilis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Polygenis bohlsi bohlsi,polygenis bohlsi bohlsi,flea,flea,candidate,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,naturally infected,TRUE,FALSE
Plague,plague,Polygenis bohlsi jordani,polygenis bohlsi jordani,flea,flea,confirmed,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,most effective vector,TRUE,FALSE
Plague,plague,Polygenis gwyni,polygenis gwyni,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Polygenis tripus,polygenis tripus,flea,flea,confirmed,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,efficient vector; naturally infected,TRUE,FALSE
Plague,plague,Pulex irritans,pulex irritans,flea,flea,confirmed,review,lit_review,1,3,North America; Northeast Brazil; Serra dos Orgaos (RJ),Eisen et al. 2009 Table 1; Gage and Kosoy 2005; Reis et al. 2021,"experimentally confirmed; mechanical vector, poor biological vector; naturally infected",TRUE,FALSE
Plague,plague,Rhadinopsylla daurica,rhadinopsylla daurica,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,block-free transmission,TRUE,FALSE
Plague,plague,Rhadinopsylla rothschildi,rhadinopsylla rothschildi,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,block-free transmission,TRUE,FALSE
Plague,plague,Thrassis acamantis,thrassis acamantis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Thrassis arizonensis,thrassis arizonensis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Thrassis bacchi,thrassis bacchi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Thrassis fotus,thrassis fotus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Thrassis francisi,thrassis francisi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Thrassis pandorae,thrassis pandorae,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE
Plague,plague,Xenopsylla astia,xenopsylla astia,flea,flea,probable,review,lit_review,1,1,southern Asia,Gage and Kosoy 2005,relatively inefficient transmitter,TRUE,FALSE
Plague,plague,Xenopsylla brasiliensis,xenopsylla brasiliensis,flea,flea,candidate,review,lit_review,1,1,,Gage and Kosoy 2005,possible exception among common rat fleas,TRUE,FALSE
Plague,plague,Xenopsylla cheopis,xenopsylla cheopis,flea,flea,confirmed,review,lit_review,1,5,North America; Northeast Brazil; Serra dos Orgaos (RJ),Ben Ari et al. 2011; Eisen et al. 2009 Table 1; Gage and Kosoy 2005; Krasnov et al. 2006; Reis et al. 2021,classic plague vector; naturally infected; example species; low transmission efficiency; experimentally confirmed; likely main vector in human foci; principal vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) dentatus,aedes aedimorphus dentatus,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,epidemiological importance,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) vexans arabiensis,aedes aedimorphus vexans arabiensis,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,likely maintenance vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) circumluteolus,aedes neomelaniconion circumluteolus,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,maintenance vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) mcintoshi,aedes neomelaniconion mcintoshi,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,maintenance vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) palpalis group,aedes neomelaniconion palpalis group,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,debated,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes aegypti,aedes aegypti,mosquito,mosquito,probable,review,EFSA; lit_review,2,7,Kenya; Northern and Eastern Africa; not specified; Rwanda; United States; White Nile state,EFSA Appendix G; Golnar et al. 2014 Table 1; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Turell et al. 2008; Wu et al. 2025,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; highly competent Aedes vector; inoculated transmission only; low measured vector competence; PCR only; potential vector; unlikely major vector,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes africanus,aedes africanus,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,probable,review,EFSA; lit_review,2,3,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1; Wu et al. 2025,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; highly competent Aedes vector; lower measured vector competence,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes atlanticus,aedes atlanticus,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes calceatus,aedes calceatus,mosquito,mosquito,weak,lab,lit_review,1,1,Kenya,Turell et al. 2008,no bite transmission in this study,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes canadensis,aedes canadensis,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes cantator,aedes cantator,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,low measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes caspius,aedes caspius,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,Mediterranean Basin; not specified,Drouin et al. 2022; EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; most competent among five,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes circumluteolus,aedes circumluteolus,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Kenya,Mgongoma et al. 2026; Turell et al. 2008,review cites isolation; transmitted by bite,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes detritus,aedes detritus,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,Mediterranean Basin; not specified,Drouin et al. 2022; EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; sensu lato pooled; high IR and moderate transmission,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes durbanensis,aedes durbanensis,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified; Southern Africa,EFSA Appendix G; Mgongoma et al. 2026,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes excrucians,aedes excrucians,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,high measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes japonicus japonicus,aedes japonicus japonicus,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,highest measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes mcintoshi,aedes mcintoshi,mosquito,mosquito,probable,review,lit_review,1,3,Africa; East Africa; Kenya,Mgongoma et al. 2026; Rolin et al. 2013; Turell et al. 2008,review cites isolation; transmitted by bite; transovarial transmission,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes melanimon,aedes melanimon,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Aedes ochraceus,aedes ochraceus,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation and field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes palpalis,aedes palpalis,mosquito,mosquito,probable,lab,lit_review,1,1,Central African Republic,Turell et al. 2008,transmitted by bite,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes pembaensis,aedes pembaensis,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes sollicitans,aedes sollicitans,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes spp.,aedes spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern and Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes sudanensis,aedes sudanensis,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,candidate,review,lit_review,1,2,North America; United States,Golnar et al. 2014 Table 1; Rolin et al. 2013,lab competence; lower measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes triseriatus,aedes triseriatus,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Aedes vexans,aedes vexans,mosquito,mosquito,probable,field+lab,EFSA; lit_review,2,4,Begues municipality; Catalonia; Spain; Mediterranean Basin; not specified; United States,Birnberg et al. 2019; Drouin et al. 2022; EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field-captured population; lower measured vector competence; moderately competent,TRUE,TRUE
Rift Valley fever,rift valley fever,Aedes vexans (Meigen),aedes vexans meigen,mosquito,mosquito,probable,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,natural infection plus lab competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles bradleyi-crucians,anopheles bradleyi crucians,mosquito,mosquito,weak,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,near-zero measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles coustani,anopheles coustani,mosquito,mosquito,candidate,review,EFSA; lit_review,2,5,Madagascar; Northern and Eastern Africa; not specified; Rwanda; White Nile state; Khartoum state,EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Tantely et al. 2015,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; PCR only; table/text inconsistent; potential vector,TRUE,TRUE
Rift Valley fever,rift valley fever,Anopheles funestus,anopheles funestus,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles gambiae,anopheles gambiae,mosquito,mosquito,candidate,review,lit_review,1,1,Western and Southern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles gambiae arabiensis,anopheles gambiae arabiensis,mosquito,mosquito,candidate,review,lit_review,1,2,Northern Africa; White Nile state; Khartoum state,Mgongoma et al. 2026; Seufi and Galal 2010,field detection; PCR only,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles gambiae sensu lato,anopheles gambiae sensu lato,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Kirehe district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles pharoensis,anopheles pharoensis,mosquito,mosquito,candidate,review,lit_review,1,1,Western Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles rufipes,anopheles rufipes,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles spp.,anopheles spp,mosquito,mosquito,candidate,review,lit_review,1,1,Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles squamosus,anopheles squamosus,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Madagascar; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015,candidate vector; potential vector; review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Anopheles ziemanni,anopheles ziemanni,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Ngoma district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE
Rift Valley fever,rift valley fever,Coquillettidia perturbans,coquillettidia perturbans,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,highest measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) antennatus,culex culex antennatus,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,significance unclear,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) neavei,culex culex neavei,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,limited support,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) pipiens,culex culex pipiens,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,1977 Egypt vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) poicilipes,culex culex poicilipes,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,West Africa outbreak vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) theileri,culex culex theileri,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,epidemic vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) tritaeniorhynchus,culex culex tritaeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,Saudi Arabia outbreak,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex (Culex) zombaensis,culex culex zombaensis,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,limited support,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex annulioris,culex annulioris,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex antennatus,culex antennatus,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,4,Kenya; Madagascar; Northern Africa; not specified,EFSA Appendix G; Mgongoma et al. 2026; Tantely et al. 2015; Turell et al. 2008,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; major vector; transmitted by bite,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex bitaeniorhynchus,culex bitaeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex erraticus,culex erraticus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; very low measured vector competence,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex erythrothorax,culex erythrothorax,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; very low measured vector competence,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex neavei,culex neavei,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex nigripalpus,culex nigripalpus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; near-zero measured vector competence,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex pipiens,culex pipiens,mosquito,mosquito,probable,review,EFSA; lit_review,2,7,Egypt; Madagascar; Mediterranean Basin; Northern and Southern Africa; not specified; United States,Drouin et al. 2022; EFSA Appendix G; Golnar et al. 2014 Table 1; Mgongoma et al. 2026; Rolin et al. 2013; Tantely et al. 2015; Turell et al. 2008,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; high transmission with midgut barriers; lab competence; lower measured vector competence; transmitted by bite,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Culex pipiens complex,culex pipiens complex,mosquito,mosquito,candidate,field,lit_review,1,1,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex pipiens form molestus,culex pipiens form molestus,mosquito,mosquito,weak,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infection only; no dissemination,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex pipiens hybrid form,culex pipiens hybrid form,mosquito,mosquito,probable,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infectious saliva,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex pipiens s.l.,culex pipiens s l,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Culex poicilipes,culex poicilipes,mosquito,mosquito,probable,review,EFSA; lit_review,2,5,Africa; Madagascar; not specified; Rwanda; White Nile state; Khartoum state,EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Tantely et al. 2015,author-designated candidate; candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; PCR only; table/text inconsistent; review cites isolation and field detection,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex poicilipes (Theobald),culex poicilipes theobald,mosquito,mosquito,confirmed,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,main vector in West Africa,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,probable,review,EFSA; lit_review,2,5,Africa; Kenya; Madagascar; not specified; Rwanda (Rwamagana and Kayonza districts),EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015; Turell et al. 2008,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; no bite transmission in this study; review cites isolation and field detection; RT-PCR positive plus isolation,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex quinquefasciatus Say,culex quinquefasciatus say,mosquito,mosquito,candidate,lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,lab competence only,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex salinarius,culex salinarius,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex spp.,culex spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex tarsalis,culex tarsalis,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; high measured vector competence,TRUE,TRUE
Rift Valley fever,rift valley fever,Culex territans,culex territans,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex theileri,culex theileri,mosquito,mosquito,candidate,review,lit_review,1,1,Mediterranean Basin,Drouin et al. 2022,few data; only infection-rate summary,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex tritaeniorhynchus,culex tritaeniorhynchus,mosquito,mosquito,candidate,review,EFSA; lit_review,2,3,Eastern Africa; Madagascar; not specified,EFSA Appendix G; Mgongoma et al. 2026; Tantely et al. 2015,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection,TRUE,TRUE
