broad_group,ictv_genus,ictv_subgenus,ictv_species,virus_name,isolate,accession,available_sequence,abbrev,candidate_role,proposed_active_unit,decision,decision_reason,support_status,ncbi_followup_hint,ictv_taxon_anchor,ictv_taxon_source,keep_reason,keep_rationale,keep_notes,source_rationale,source_notes
Sarbecovirus,Betacoronavirus,Sarbecovirus,,BtRf-BetaCoV/JL2012,BtRf-BetaCoV/JL2012,KJ473811,GenBank accession provided,JL2012,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,BtRf-BetaCoV/JL2012 | BtRf-BetaCoV/JL2012,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=2509511&lvl=3,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added from the Sarbecovirus taxonomy tree. Manual nuccore lookup pinned accession KJ473811.1.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,BtRf-BetaCoV/SX2013,BtRf-BetaCoV/SX2013,KJ473813,GenBank accession provided,SX2013,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,BtRf-BetaCoV/SX2013 | BtRf-BetaCoV/SX2013,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=2509511&lvl=3,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added from the Sarbecovirus taxonomy tree. Manual nuccore lookup pinned accession KJ473813.1.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,BtRs-BetaCoV/GX2013,GX2013,KJ473815,Complete genome,GX2013,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,BtRs-BetaCoV/GX2013 | GX2013,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=694009&lvl=,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added as a 2013 bat sarbecovirus genome from the NCBI taxonomy tree with a direct GenBank accession.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,BtRs-BetaCoV/HuB2013,HuB2013,KJ473814,Complete genome,HuB2013,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,BtRs-BetaCoV/HuB2013 | HuB2013,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=694009&lvl=,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added as a 2013 bat sarbecovirus genome from the NCBI taxonomy tree. Accession KJ473814 is widely cited in sarbecovirus comparison papers.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,BtRs-BetaCoV/YN2013,YN2013,KJ473816,Complete genome,YN2013,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,BtRs-BetaCoV/YN2013 | YN2013,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=694009&lvl=,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added as a 2013 bat sarbecovirus genome from the NCBI taxonomy tree. Accession KJ473816 is widely cited in sarbecovirus comparison papers.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,Rhinolophus affinis coronavirus isolate LYRa11,LYRa11,KF569996,Complete genome,LYRa11,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,Rhinolophus affinis coronavirus isolate LYRa11 | LYRa11,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=694009&lvl=,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added as a host-linked sarbecovirus example from the NCBI taxonomy tree with a clear Rhinolophus affinis label.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,SARSr-Rf-BatCoV YNLF_31C,YNLF_31C,KP886808,GenBank accession provided,YNLF_31C,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,SARSr-Rf-BatCoV YNLF_31C | YNLF_31C,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=2509511&lvl=3,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added from the Sarbecovirus taxonomy tree and comparative literature. Manual nuccore lookup pinned accession KP886808.1.
Sarbecovirus,Betacoronavirus,Sarbecovirus,,SARSr-Rf-BatCoV YNLF_34C,YNLF_34C,KP886809,GenBank accession provided,YNLF_34C,supporting_tree_example,SARS-like bat sarbecoviruses,keep_supporting_example,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,supporting_example,SARSr-Rf-BatCoV YNLF_34C | YNLF_34C,Subgenus Sarbecovirus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?command=show&mode=tree&id=2509511&lvl=3,host_link_and_zoonotic_potential_group,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,Wildlife sarbecovirus example promoted from the NCBI taxonomy tree,Added from the Sarbecovirus taxonomy tree and comparative literature. Manual nuccore lookup pinned accession KP886809.1.
Vesiculovirus,Vesiculovirus,,Vesiculovirus indiana,vesicular stomatitis Indiana virus,98COE,AF473864,Complete genome,VSIV,active_unit_exemplar,Vesicular stomatitis Indiana virus,keep_active,ICTV exemplar for the active Vesiculovirus unit VSIV,active_unit,vesicular stomatitis Indiana virus | 98COE | AF473864,,,clear_human_infection_and_vector_data,"Clear zoonotic vesiculovirus with host, vector, and amplifier relevance.",Retained as a distinct analysis unit rather than folded into the broader vesiculovirus placeholder.,ICTV exemplar for the active Vesiculovirus unit VSIV,Active unit to carry forward for host/vector/amplifier lookups.
Vesiculovirus,Vesiculovirus,,Vesiculovirus newjersey,vesicular stomatitis New Jersey virus,NJ1184HDB,JX121109,Complete genome,VSNJV,active_unit_exemplar,Vesicular stomatitis New Jersey virus,keep_active,ICTV exemplar for the active Vesiculovirus unit VSNJV,active_unit,vesicular stomatitis New Jersey virus | NJ1184HDB | JX121109,,,clear_human_infection_and_vector_data,"Clear zoonotic vesiculovirus with host, vector, and amplifier relevance.",Retained as a distinct analysis unit rather than folded into the broader vesiculovirus placeholder.,ICTV exemplar for the active Vesiculovirus unit VSNJV,Active unit to carry forward for host/vector/amplifier lookups.
Vesiculovirus,Vesiculovirus,,Vesiculovirus alagoas,vesicular stomatitis Alagoas virus,Indiana 3,EU373658,Complete genome,VSAV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,vesicular stomatitis Alagoas virus | Indiana 3,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus bogdanovac,Yug Bogdanovac virus,YU4-76,JF911700,Coding-complete genome,YBV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Yug Bogdanovac virus | YU4-76,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus carajas,Carajás virus,BeAr411391,KM205015,Coding-complete genome,CARV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Carajás virus | BeAr411391,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus chandipura,Chandipura virus,CIN 0451,GU212856,Coding-complete genome,CHPV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Chandipura virus | CIN 0451,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus cocal,Cocal virus,TRVL40233,EU373657,Complete genome,COCV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Cocal virus | TRVL40233,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus isfahan,Isfahan virus,91026-167,AJ810084,Complete genome,ISFV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Isfahan virus | 91026-167,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus jurona,Jurona virus,BeAr40578,KM204996,Coding-complete genome,JURV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Jurona virus | BeAr40578,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus malpais,Malpais Spring virus,85-488NM,KC412247,Complete genome,MSPV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Malpais Spring virus | 85-488NM,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus maraba,Maraba virus,BeAr 411459,HQ660076,Complete genome,MARAV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Maraba virus | BeAr 411459,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus mejal,Mejal virus,JAL10,MW798173,Coding-complete genome,MEJV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Mejal virus | JAL10,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus morreton,Morreton virus,CoAr191048,KM205007,Complete genome,MORV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Morreton virus | CoAr191048,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus perinet,Perinet virus,DAkAr Mg802,HM566195,Complete genome,PERV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Perinet virus | DAkAr Mg802,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus piry,Piry virus,BeAn2423,KU178986,Coding-complete genome,PIRYV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Piry virus | BeAn2423,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
Vesiculovirus,Vesiculovirus,,Vesiculovirus radi,Radi virus,ISS Ph1-166,KM205024,Complete genome,RADV,supporting_example,Vesiculovirus review set,keep_supporting_example,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",supporting_example,Radi virus | ISS Ph1-166,,,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair","ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.,"ICTV vesiculovirus species candidate, not in the initial active vesicular-stomatitis pair",Useful supporting species for later Vesiculovirus review.
