host_tax_id,vector_join_key,host,host_class,host_order,host_family,vector_species,vector_taxon_rank,vector_species_needs_review,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
9612,anopheles longipalpis,Canis lupus,mammalia,carnivora,canidae,Anopheles longipalpis,species,FALSE,Anopheles longipalpis,VectorMap,BloodMealMap,blood_meal,Zambia,,1
9615,anopheles longirostris,Canis lupus,mammalia,carnivora,canidae,Anopheles longirostris,species,FALSE,Anopheles longirostris,MapVEu,MapVEu,blood_meal,Papua New Guinea,,7
9612,anopheles maculipalpis,Canis lupus,mammalia,carnivora,canidae,Anopheles maculipalpis,species,FALSE,Anopheles maculipalpis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
9615,anopheles maculipalpis,Canis lupus,mammalia,carnivora,canidae,Anopheles maculipalpis,species,FALSE,Anopheles maculipalpis,MapVEu,MapVEu,blood_meal,Madagascar,,11
9612,anopheles maculipennis,Canis lupus,mammalia,carnivora,canidae,Anopheles maculipennis,species,FALSE,Anopheles maculipennis,VectorMap,BloodMealMap,blood_meal,Hungary,,1
9612,anopheles marajoara,Canis lupus,mammalia,carnivora,canidae,Anopheles marajoara,species,FALSE,Anopheles marajoara,VectorMap,BloodMealMap,blood_meal,Brazil,,3
9612,anopheles marteri,Canis lupus,mammalia,carnivora,canidae,Anopheles marteri,species,FALSE,Anopheles marteri,VectorMap,BloodMealMap,blood_meal,Iran,,1
9612,anopheles mascarensis,Canis lupus,mammalia,carnivora,canidae,Anopheles mascarensis,species,FALSE,Anopheles mascarensis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
9615,anopheles mascarensis,Canis lupus,mammalia,carnivora,canidae,Anopheles mascarensis,species,FALSE,Anopheles mascarensis,MapVEu,MapVEu,blood_meal,Madagascar,,3
9612,anopheles messeae,Canis lupus,mammalia,carnivora,canidae,Anopheles messeae,species,FALSE,Anopheles messeae,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,3
9612,anopheles nuneztovari,Canis lupus,mammalia,carnivora,canidae,Anopheles nuneztovari,species,FALSE,Anopheles nuneztovari,VectorMap,BloodMealMap,blood_meal,Brazil,,3
9612,anopheles peryassui,Canis lupus,mammalia,carnivora,canidae,Anopheles peryassui,species,FALSE,Anopheles peryassui,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9615,anopheles pharoensis,Canis lupus,mammalia,carnivora,canidae,Anopheles pharoensis,species,FALSE,Anopheles pharoensis,MapVEu,MapVEu,blood_meal,Ethiopia,,2
9612,anopheles pretoriensis,Canis lupus,mammalia,carnivora,canidae,Anopheles pretoriensis,species,FALSE,Anopheles pretoriensis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
9615,anopheles pretoriensis,Canis lupus,mammalia,carnivora,canidae,Anopheles pretoriensis,species,FALSE,Anopheles pretoriensis,MapVEu,MapVEu,blood_meal,Madagascar,,1
9612,anopheles punctimacula,Canis lupus,mammalia,carnivora,canidae,Anopheles punctimacula,species,FALSE,Anopheles punctimacula,VectorMap,BloodMealMap,blood_meal,Belize,,1
9612,anopheles punctipennis,Canis lupus,mammalia,carnivora,canidae,Anopheles punctipennis,species,FALSE,Anopheles punctipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,3
9615,anopheles punctulatus,Canis lupus,mammalia,carnivora,canidae,Anopheles punctulatus,species,FALSE,Anopheles punctulatus,MapVEu,MapVEu,blood_meal,Papua New Guinea,,30
9612,anopheles quadrimaculatus,Canis lupus,mammalia,carnivora,canidae,Anopheles quadrimaculatus,species,FALSE,Anopheles quadrimaculatus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
9612,anopheles rufipes,Canis lupus,mammalia,carnivora,canidae,Anopheles rufipes,species,FALSE,Anopheles rufipes,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
9615,anopheles rufipes,Canis lupus,mammalia,carnivora,canidae,Anopheles rufipes,species,FALSE,Anopheles rufipes,MapVEu,MapVEu,blood_meal,Madagascar,,2
9612,anopheles sinensis,Canis lupus,mammalia,carnivora,canidae,Anopheles sinensis,species,FALSE,Anopheles sinensis,VectorMap,BloodMealMap,blood_meal,Japan,,1
9612,anopheles squamosus,Canis lupus,mammalia,carnivora,canidae,Anopheles squamosus,species,FALSE,Anopheles squamosus,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
9615,anopheles squamosus,Canis lupus,mammalia,carnivora,canidae,Anopheles squamosus,species,FALSE,Anopheles squamosus,MapVEu,MapVEu,blood_meal,Madagascar,,9
9612,anopheles strodei,Canis lupus,mammalia,carnivora,canidae,Anopheles strodei,species,FALSE,Anopheles strodei,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9612,anopheles triannulatus,Canis lupus,mammalia,carnivora,canidae,Anopheles triannulatus,species,FALSE,Anopheles triannulatus,VectorMap,BloodMealMap,blood_meal,Brazil,,2
9612,anopheles vestitipennis,Canis lupus,mammalia,carnivora,canidae,Anopheles vestitipennis,species,FALSE,Anopheles vestitipennis,VectorMap,BloodMealMap,blood_meal,Belize,,3
9612,carios kelleyi,Canis lupus,mammalia,carnivora,canidae,Carios kelleyi,species,FALSE,Carios kelleyi,VectorMap,TickMap,on_host_occurrence,United States of America,,1
9612,coquillettidia fuscopennata,Canis lupus,mammalia,carnivora,canidae,Coquillettidia fuscopennata,species,FALSE,Coquillettidia fuscopennata,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9612,coquillettidia linealis,Canis lupus,mammalia,carnivora,canidae,Coquillettidia linealis,species,FALSE,Coquillettidia linealis,VectorMap,BloodMealMap,blood_meal,Australia,,1
9612,coquillettidia perturbans,Canis lupus,mammalia,carnivora,canidae,Coquillettidia perturbans,species,FALSE,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
9612,coquillettidia richiardii,Canis lupus,mammalia,carnivora,canidae,Coquillettidia richiardii,species,FALSE,Coquillettidia richiardii,VectorMap,BloodMealMap,blood_meal,Russia,,1
9612,coquillettidia shannoni,Canis lupus,mammalia,carnivora,canidae,Coquillettidia shannoni,species,FALSE,Coquillettidia shannoni,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9612,coquillettidia venezuelensis,Canis lupus,mammalia,carnivora,canidae,Coquillettidia venezuelensis,species,FALSE,Coquillettidia venezuelensis,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9612,coquillettidia xanthogaster,Canis lupus,mammalia,carnivora,canidae,Coquillettidia xanthogaster,species,FALSE,Coquillettidia xanthogaster,VectorMap,BloodMealMap,blood_meal,Australia,,1
9612,ctenocephalides canis,Canis lupus,mammalia,carnivora,canidae,Ctenocephalides canis,species,FALSE,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,Brazil; Ethiopia; France; Germany; Guatemala; Japan; Myanmar; Netherlands; Peru; Tunisia; Turkey; United Kingdom; United States,,98
9612,ctenocephalides felis,Canis lupus,mammalia,carnivora,canidae,Ctenocephalides felis,mixed,FALSE,Ctenocephalides felis; Ctenocephalides felis felis,VectorMap,FleaMap,on_host_occurrence,"Bahamas; Brazil; Costa Rica; Dominican Republic; Egypt; Kenya; Liberia; Malaysia; Marshall Islands; Northern Mariana Islands; Paraguay; Philippines; Saint Helena; Tunisia; United States; Uruguay; Virgin Islands, U.S",,136
9612,culex annulirostris,Canis lupus,mammalia,carnivora,canidae,Culex annulirostris,species,FALSE,Culex annulirostris,VectorMap,BloodMealMap,blood_meal,Australia; Papua New Guinea,,25
9615,culex annulirostris,Canis lupus,mammalia,carnivora,canidae,Culex annulirostris,species,FALSE,Culex annulirostris,MapVEu,MapVEu,blood_meal,Australia,,5
9612,culex antennatus,Canis lupus,mammalia,carnivora,canidae,Culex antennatus,species,FALSE,Culex antennatus,VectorMap,BloodMealMap,blood_meal,Egypt,,1
9612,culex bitaeniorhynchus,Canis lupus,mammalia,carnivora,canidae,Culex bitaeniorhynchus,species,FALSE,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,Australia; India,,2
9612,culex caudelli,Canis lupus,mammalia,carnivora,canidae,Culex caudelli,species,FALSE,Culex caudelli,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
9612,culex chaetoventralis,Canis lupus,mammalia,carnivora,canidae,Culex chaetoventralis,species,FALSE,Culex chaetoventralis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culex cheesmanae,Canis lupus,mammalia,carnivora,canidae,Culex cheesmanae,species,FALSE,Culex cheesmanae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culex cylindricus,Canis lupus,mammalia,carnivora,canidae,Culex cylindricus,species,FALSE,Culex cylindricus,VectorMap,BloodMealMap,blood_meal,Australia,,1
9612,culex declarator,Canis lupus,mammalia,carnivora,canidae,Culex declarator,species,FALSE,Culex declarator,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
9612,culex gelidus,Canis lupus,mammalia,carnivora,canidae,Culex gelidus,species,FALSE,Culex gelidus,VectorMap,BloodMealMap,blood_meal,India; Singapore,,4
9612,culex hilli,Canis lupus,mammalia,carnivora,canidae,Culex hilli,species,FALSE,Culex hilli,VectorMap,BloodMealMap,blood_meal,Australia,,1
9612,culex modestus,Canis lupus,mammalia,carnivora,canidae,Culex modestus,species,FALSE,Culex modestus,VectorMap,BloodMealMap,blood_meal,Russia,,1
9612,culex molestus,Canis lupus,mammalia,carnivora,canidae,Culex molestus,species,FALSE,Culex molestus,VectorMap,BloodMealMap,blood_meal,Australia,,1
9612,culex neavei,Canis lupus,mammalia,carnivora,canidae,Culex neavei,species,FALSE,Culex neavei,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9612,culex nigripalpus,Canis lupus,mammalia,carnivora,canidae,Culex nigripalpus,species,FALSE,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Brazil; Trinidad & Tobago,,2
9612,culex perexiguus,Canis lupus,mammalia,carnivora,canidae,Culex perexiguus,species,FALSE,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,ESP; Iran; Israel,,4
9612,culex pipiens,Canis lupus,mammalia,carnivora,canidae,Culex pipiens,species,FALSE,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Egypt; ESP; Iran; Israel; Kenya; Russia; South Africa; Unites States,,19
9615,culex pipiens molestus,Canis lupus,mammalia,carnivora,canidae,Culex pipiens molestus,infraspecific,TRUE,Culex pipiens molestus,MapVEu,MapVEu,blood_meal,Australia,vector_infraspecific,1
9612,culex pseudovishnui,Canis lupus,mammalia,carnivora,canidae,Culex pseudovishnui,species,FALSE,Culex pseudovishnui,VectorMap,BloodMealMap,blood_meal,India,,2
9612,culex quinquefasciatus,Canis lupus,mammalia,carnivora,canidae,Culex quinquefasciatus,species,FALSE,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Australia; Brazil; India; Japan; Malaysia; Mexico; Tanzania; Unites States,,26
9615,culex quinquefasciatus,Canis lupus,mammalia,carnivora,canidae,Culex quinquefasciatus,species,FALSE,Culex quinquefasciatus,MapVEu,MapVEu,blood_meal,Australia; Grenada,,39
9612,culex salinarius,Canis lupus,mammalia,carnivora,canidae,Culex salinarius,species,FALSE,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,3
9612,culex shanahani,Canis lupus,mammalia,carnivora,canidae,Culex shanahani,species,FALSE,Culex shanahani,VectorMap,BloodMealMap,blood_meal,Japan,,1
9612,culex sitiens,Canis lupus,mammalia,carnivora,canidae,Culex sitiens,species,FALSE,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Australia; Iran; Singapore,,6
9612,culex spissipes,Canis lupus,mammalia,carnivora,canidae,Culex spissipes,species,FALSE,Culex spissipes,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
9612,culex steffani,Canis lupus,mammalia,carnivora,canidae,Culex steffani,species,FALSE,Culex steffani,VectorMap,BloodMealMap,blood_meal,Japan,,1
9612,culex stigmatosoma,Canis lupus,mammalia,carnivora,canidae,Culex stigmatosoma,species,FALSE,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culex tarsalis,Canis lupus,mammalia,carnivora,canidae,Culex tarsalis,species,FALSE,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,10
9612,culex theileri,Canis lupus,mammalia,carnivora,canidae,Culex theileri,species,FALSE,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP; Iran; South Africa,,5
9612,culex tritaeniorhynchus,Canis lupus,mammalia,carnivora,canidae,Culex tritaeniorhynchus,species,FALSE,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Japan; Singapore,,4
9612,culex uniformis,Canis lupus,mammalia,carnivora,canidae,Culex uniformis,species,FALSE,Culex uniformis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culex univittatus,Canis lupus,mammalia,carnivora,canidae,Culex univittatus,species,FALSE,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Kenya; South Africa,,5
9612,culex vishnui,Canis lupus,mammalia,carnivora,canidae,Culex vishnui,species,FALSE,Culex vishnui,VectorMap,BloodMealMap,blood_meal,India; Singapore,,6
9612,culex winkleri,Canis lupus,mammalia,carnivora,canidae,Culex winkleri,species,FALSE,Culex winkleri,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culiseta inornata,Canis lupus,mammalia,carnivora,canidae,Culiseta inornata,species,FALSE,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,culiseta melanura,Canis lupus,mammalia,carnivora,canidae,Culiseta melanura,species,FALSE,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,deinocerites cancer,Canis lupus,mammalia,carnivora,canidae,Deinocerites cancer,species,FALSE,Deinocerites cancer,VectorMap,BloodMealMap,blood_meal,Panama,,1
9612,deinocerites dyari,Canis lupus,mammalia,carnivora,canidae,Deinocerites dyari,species,FALSE,Deinocerites dyari,VectorMap,BloodMealMap,blood_meal,Panama,,1
9612,deinocerites epitedeus,Canis lupus,mammalia,carnivora,canidae,Deinocerites epitedeus,species,FALSE,Deinocerites epitedeus,VectorMap,BloodMealMap,blood_meal,Panama,,1
9612,deinocerites pseudes,Canis lupus,mammalia,carnivora,canidae,Deinocerites pseudes,species,FALSE,Deinocerites pseudes,VectorMap,BloodMealMap,blood_meal,Panama,,1
9612,dermacentor albipictus,Canis lupus,mammalia,carnivora,canidae,Dermacentor albipictus,species,FALSE,Dermacentor albipictus,VectorMap,TickMap,on_host_occurrence,United States of America,,8
9612,dermacentor marginatus,Canis lupus,mammalia,carnivora,canidae,Dermacentor marginatus,species,FALSE,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Georgia,,4
9612,dermacentor variabilis,Canis lupus,mammalia,carnivora,canidae,Dermacentor variabilis,species,FALSE,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,320
9612,echidnophaga gallinacea,Canis lupus,mammalia,carnivora,canidae,Echidnophaga gallinacea,species,FALSE,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,Kenya; United States,,9
9612,haemagogus janthinomys,Canis lupus,mammalia,carnivora,canidae,Haemagogus janthinomys,species,FALSE,Haemagogus janthinomys,VectorMap,BloodMealMap,blood_meal,Brazil,,8
9612,haemaphysalis aciculifer,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis aciculifer,species,FALSE,Haemaphysalis aciculifer,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire; Zimbabwe,,7
9612,haemaphysalis bancrofti,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis bancrofti,species,FALSE,Haemaphysalis bancrofti,VectorMap,TickMap,on_host_occurrence,Australia,,3
9612,haemaphysalis flava,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis flava,species,FALSE,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,"Korea, Republic of; South Korea",,13
9612,haemaphysalis hoodi,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis hoodi,species,FALSE,Haemaphysalis hoodi,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,2
9612,haemaphysalis indica,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis indica,species,FALSE,Haemaphysalis indica,VectorMap,TickMap,on_host_occurrence,Malawi,,1
9612,haemaphysalis leachi,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis leachi,species,FALSE,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Angola; Benin; Burundi; Congo, The Democratic Republic of The; Cote D'Ivoire; Gambia; Ghana; Guinea; Guinea-Bissau; Kenya; Rwanda; Sierra Leone; South Africa; Sudan; Uganda; Zambia",,114
9612,haemaphysalis leporispalustris,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis leporispalustris,species,FALSE,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,16
9612,haemaphysalis longicornis,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis longicornis,species,FALSE,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,Australia; South Korea; United States of America,,106
9612,haemaphysalis moreli,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis moreli,species,FALSE,Haemaphysalis moreli,VectorMap,TickMap,on_host_occurrence,Uganda,,1
9612,haemaphysalis paraleachi,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis paraleachi,species,FALSE,Haemaphysalis paraleachi,VectorMap,TickMap,on_host_occurrence,"Burundi; Cameroon; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Ethiopia; Kenya; Sierra Leone; Sudan; Tanzania, United Republic of; Uganda",,21
9612,haemaphysalis parmata,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis parmata,species,FALSE,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,Central African Republic; Cote D'Ivoire,,8
9612,haemaphysalis parva,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis parva,species,FALSE,Haemaphysalis parva,VectorMap,TickMap,on_host_occurrence,Georgia,,4
9612,haemaphysalis punctata,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis punctata,species,FALSE,Haemaphysalis punctata,VectorMap,TickMap,on_host_occurrence,Georgia,,12
9612,haemaphysalis rugosa,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis rugosa,species,FALSE,Haemaphysalis rugosa,VectorMap,TickMap,on_host_occurrence,Central African Republic,,1
9612,haemaphysalis spinulosa,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis spinulosa,species,FALSE,Haemaphysalis spinulosa,VectorMap,TickMap,on_host_occurrence,Mali; Sudan; Zambia,,3
9612,haemaphysalis sulcata,Canis lupus,mammalia,carnivora,canidae,Haemaphysalis sulcata,species,FALSE,Haemaphysalis sulcata,VectorMap,TickMap,on_host_occurrence,Georgia; Morocco,,13
9612,hyalomma aegyptium,Canis lupus,mammalia,carnivora,canidae,Hyalomma aegyptium,species,FALSE,Hyalomma aegyptium,VectorMap,TickMap,on_host_occurrence,Gambia,,1
9612,hyalomma dromedarii,Canis lupus,mammalia,carnivora,canidae,Hyalomma dromedarii,species,FALSE,Hyalomma dromedarii,VectorMap,TickMap,on_host_occurrence,Georgia; Niger,,5
9612,hyalomma excavatum,Canis lupus,mammalia,carnivora,canidae,Hyalomma excavatum,species,FALSE,Hyalomma excavatum,VectorMap,TickMap,on_host_occurrence,Morocco,,1
9612,hyalomma impeltatum,Canis lupus,mammalia,carnivora,canidae,Hyalomma impeltatum,species,FALSE,Hyalomma impeltatum,VectorMap,TickMap,on_host_occurrence,Georgia; Niger,,9
9612,hyalomma impressum,Canis lupus,mammalia,carnivora,canidae,Hyalomma impressum,species,FALSE,Hyalomma impressum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
9612,hyalomma marginatum,Canis lupus,mammalia,carnivora,canidae,Hyalomma marginatum,species,FALSE,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Georgia,,6
9612,hyalomma truncatum,Canis lupus,mammalia,carnivora,canidae,Hyalomma truncatum,species,FALSE,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,Gambia,,1
9612,ixodes affinis,Canis lupus,mammalia,carnivora,canidae,Ixodes affinis,species,FALSE,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,12
9612,ixodes cavipalpus,Canis lupus,mammalia,carnivora,canidae,Ixodes cavipalpus,species,FALSE,Ixodes cavipalpus,VectorMap,TickMap,on_host_occurrence,Zambia,,4
9612,ixodes cookei,Canis lupus,mammalia,carnivora,canidae,Ixodes cookei,species,FALSE,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States of America,,65
9612,ixodes cornuatus,Canis lupus,mammalia,carnivora,canidae,Ixodes cornuatus,species,FALSE,Ixodes cornuatus,VectorMap,TickMap,on_host_occurrence,Australia,,5
9612,ixodes cumulatimpunctatus,Canis lupus,mammalia,carnivora,canidae,Ixodes cumulatimpunctatus,species,FALSE,Ixodes cumulatimpunctatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Cote D'Ivoire",,12
9612,ixodes holocyclus,Canis lupus,mammalia,carnivora,canidae,Ixodes holocyclus,species,FALSE,Ixodes holocyclus,VectorMap,TickMap,on_host_occurrence,Australia,,60
9612,ixodes muniensis,Canis lupus,mammalia,carnivora,canidae,Ixodes muniensis,species,FALSE,Ixodes muniensis,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,8
9612,ixodes myrmecobii,Canis lupus,mammalia,carnivora,canidae,Ixodes myrmecobii,species,FALSE,Ixodes myrmecobii,VectorMap,TickMap,on_host_occurrence,Australia,,2
9612,ixodes nairobiensis,Canis lupus,mammalia,carnivora,canidae,Ixodes nairobiensis,species,FALSE,Ixodes nairobiensis,VectorMap,TickMap,on_host_occurrence,Kenya; Sudan,,2
9612,ixodes nipponensis,Canis lupus,mammalia,carnivora,canidae,Ixodes nipponensis,species,FALSE,Ixodes nipponensis,VectorMap,TickMap,on_host_occurrence,South Korea,,16
9612,ixodes oldi,Canis lupus,mammalia,carnivora,canidae,Ixodes oldi,species,FALSE,Ixodes oldi,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,7
9612,ixodes pacificus,Canis lupus,mammalia,carnivora,canidae,Ixodes pacificus,species,FALSE,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,4
9612,ixodes rasus,Canis lupus,mammalia,carnivora,canidae,Ixodes rasus,species,FALSE,Ixodes rasus,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,5
9612,ixodes ricinus,Canis lupus,mammalia,carnivora,canidae,Ixodes ricinus,species,FALSE,Ixodes ricinus,VectorMap,TickMap,on_host_occurrence,Georgia,,6
9612,ixodes rubicundus,Canis lupus,mammalia,carnivora,canidae,Ixodes rubicundus,species,FALSE,Ixodes rubicundus,VectorMap,TickMap,on_host_occurrence,South Africa; Zambia,,2
9612,ixodes scapularis,Canis lupus,mammalia,carnivora,canidae,Ixodes scapularis,species,FALSE,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,106
9612,ixodes tasmani,Canis lupus,mammalia,carnivora,canidae,Ixodes tasmani,species,FALSE,Ixodes tasmani,VectorMap,TickMap,on_host_occurrence,Australia,,12
9612,mansonia africana,Canis lupus,mammalia,carnivora,canidae,Mansonia africana,species,FALSE,Mansonia africana,VectorMap,BloodMealMap,blood_meal,Kenya,,5
9612,mansonia titillans,Canis lupus,mammalia,carnivora,canidae,Mansonia titillans,species,FALSE,Mansonia titillans,VectorMap,BloodMealMap,blood_meal,Brazil,,2
9612,mansonia uniformis,Canis lupus,mammalia,carnivora,canidae,Mansonia uniformis,species,FALSE,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Australia; Kenya; Nigeria,,4
9612,ornithodoros moubata,Canis lupus,mammalia,carnivora,canidae,Ornithodoros moubata,species,FALSE,Ornithodoros moubata,VectorMap,TickMap,on_host_occurrence,Zambia,,1
9612,ornithodoros savignyi,Canis lupus,mammalia,carnivora,canidae,Ornithodoros savignyi,species,FALSE,Ornithodoros savignyi,VectorMap,TickMap,on_host_occurrence,Chad,,1
9612,ornithodoros talaje,Canis lupus,mammalia,carnivora,canidae,Ornithodoros talaje,species,FALSE,Ornithodoros talaje,VectorMap,TickMap,on_host_occurrence,Panama,,1
9612,otobius megnini,Canis lupus,mammalia,carnivora,canidae,Otobius megnini,species,FALSE,Otobius megnini,VectorMap,TickMap,on_host_occurrence,United States; Zimbabwe,,5
9612,psorophora albigenu,Canis lupus,mammalia,carnivora,canidae,Psorophora albigenu,species,FALSE,Psorophora albigenu,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9612,psorophora ciliata,Canis lupus,mammalia,carnivora,canidae,Psorophora ciliata,species,FALSE,Psorophora ciliata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,psorophora cingulata,Canis lupus,mammalia,carnivora,canidae,Psorophora cingulata,species,FALSE,Psorophora cingulata,VectorMap,BloodMealMap,blood_meal,Panama,,1
9612,psorophora columbiae,Canis lupus,mammalia,carnivora,canidae,Psorophora columbiae,species,FALSE,Psorophora columbiae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,psorophora confinnis,Canis lupus,mammalia,carnivora,canidae,Psorophora confinnis,species,FALSE,Psorophora confinnis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,psorophora cyanescens,Canis lupus,mammalia,carnivora,canidae,Psorophora cyanescens,species,FALSE,Psorophora cyanescens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,psorophora discolor,Canis lupus,mammalia,carnivora,canidae,Psorophora discolor,species,FALSE,Psorophora discolor,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9612,psorophora ferox,Canis lupus,mammalia,carnivora,canidae,Psorophora ferox,species,FALSE,Psorophora ferox,VectorMap,BloodMealMap,blood_meal,Brazil,,2
9612,rhipicentor bicornis,Canis lupus,mammalia,carnivora,canidae,Rhipicentor bicornis,species,FALSE,Rhipicentor bicornis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Zambia",,3
9612,rhipicentor nuttalli,Canis lupus,mammalia,carnivora,canidae,Rhipicentor nuttalli,species,FALSE,Rhipicentor nuttalli,VectorMap,TickMap,on_host_occurrence,Zimbabwe,,23
9612,rhipicephalus annulatus,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus annulatus,species,FALSE,Rhipicephalus annulatus,VectorMap,TickMap,on_host_occurrence,Benin; Cote D'Ivoire; Georgia; Morocco,,11
9612,rhipicephalus appendiculatus,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus appendiculatus,species,FALSE,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Rwanda; South Africa",,5
9612,rhipicephalus bursa,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus bursa,species,FALSE,Rhipicephalus bursa,VectorMap,TickMap,on_host_occurrence,Georgia,,1
9612,rhipicephalus capensis,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus capensis,species,FALSE,Rhipicephalus capensis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Rwanda",,2
9612,rhipicephalus carnivoralis,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus carnivoralis,species,FALSE,Rhipicephalus carnivoralis,VectorMap,TickMap,on_host_occurrence,"Tanzania, United Republic of",,1
9612,rhipicephalus compositus,Canis lupus,mammalia,carnivora,canidae,Rhipicephalus compositus,species,FALSE,Rhipicephalus compositus,VectorMap,TickMap,on_host_occurrence,Zambia,,2
