raw_host_label,source_field,scientific_name_clean,host_binomial,host_infraspecific_epithet,host_authorship_year_suffix,host_canonicalization_flag,review_bucket,package_check_target,suggested_who_host,fuzzy_score,reason_flag,row_count
Aspidoscelis tigris,host_scientific_name,Aspidoscelis tigris,Aspidoscelis tigris,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,8
Chaetodipus californicus,host_scientific_name,Chaetodipus californicus,Chaetodipus californicus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,8
Cricetulus migratorius Pallas 1773,host_scientific_name,Cricetulus migratorius Pallas 1773,Cricetulus migratorius,,Pallas 1773,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_binomialization,8
Cryptotis parva,host_scientific_name,Cryptotis parva,Cryptotis parva,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_manual_synonym_map,8
Dendrohyrax arboreus_A. Smith 1827,host_scientific_name,Dendrohyrax arboreus A. Smith 1827,Dendrohyrax arboreus,,A. Smith 1827,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4545454545454546,needs_binomialization,8
Dendroica nigrescens,host_scientific_name,Dendroica nigrescens,Dendroica nigrescens,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,8
Didelphis albiventris_Lund 1840,host_scientific_name,Didelphis albiventris Lund 1840,Didelphis albiventris,,Lund 1840,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_binomialization,8
Dumetella carolensis,host_scientific_name,Dumetella carolensis,Dumetella carolensis,,,already_binomial,manual_crosswalk_candidate,TRUE,dumetella carolinensis,0.909,needs_manual_synonym_map,8
Empidonax flaviventris,host_scientific_name,Empidonax flaviventris,Empidonax flaviventris,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5909090909090908,needs_manual_synonym_map,8
Galea spixii spixii_Wagler 1831,host_scientific_name,Galea spixii spixii Wagler 1831,Galea spixii,spixii,Wagler 1831,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.4117647058823529,needs_binomialization,8
Haemorhous purpureus,host_scientific_name,Haemorhous purpureus,Haemorhous purpureus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.65,needs_manual_synonym_map,8
Lepus sylvaticus,host_scientific_name,Lepus sylvaticus,Lepus sylvaticus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6875,needs_manual_synonym_map,8
M. vison,host_scientific_name,M. vison,M. vison,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.46153846153846156,needs_manual_synonym_map,8
Manis tetradactyla_Linnaeus 1766,host_scientific_name,Manis tetradactyla Linnaeus 1766,Manis tetradactyla,,Linnaeus 1766,authorship_or_suffix,manual_crosswalk_candidate,TRUE,tamandua tetradactyla,0.762,needs_binomialization,8
Melanerpes carolinus,host_scientific_name,Melanerpes carolinus,Melanerpes carolinus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_manual_synonym_map,8
Menetes berdmorei,host_scientific_name,Menetes berdmorei,Menetes berdmorei,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.42105263157894735,needs_manual_synonym_map,8
Microtus longicaudus_Merriam 1888,host_scientific_name,Microtus longicaudus Merriam 1888,Microtus longicaudus,,Merriam 1888,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7,needs_binomialization,8
Microtus subterraneus,host_scientific_name,Microtus subterraneus,Microtus subterraneus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,8
Mimus polyglottus,host_scientific_name,Mimus polyglottus,Mimus polyglottus,,,already_binomial,manual_crosswalk_candidate,TRUE,Mimus polyglottos,0.941,needs_manual_synonym_map,8
Mus cookii,host_scientific_name,Mus cookii,Mus cookii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_manual_synonym_map,8
"Naja nigricollis REINHARDT, 1843",host_scientific_name,"Naja nigricollis REINHARDT, 1843",Naja nigricollis,,"REINHARDT, 1843",authorship_or_suffix,manual_crosswalk_candidate,TRUE,Grus nigricollis,0.75,needs_binomialization,8
Paracynictis selousi_de Winton 1896,host_scientific_name,Paracynictis selousi de Winton 1896,Paracynictis selousi,de,Winton 1896,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.44999999999999996,needs_binomialization,8
Parula americana,host_scientific_name,Parula americana,Parula americana,,,already_binomial,manual_crosswalk_candidate,TRUE,Mareca americana,0.812,needs_manual_synonym_map,8
Pheucticus ludovicianus,host_scientific_name,Pheucticus ludovicianus,Pheucticus ludovicianus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.64,needs_manual_synonym_map,8
Piranga olivacea,host_scientific_name,Piranga olivacea,Piranga olivacea,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_manual_synonym_map,8
"Python regius (SHAW, 1802)",host_scientific_name,"Python regius (SHAW, 1802)",Python regius,,"(SHAW, 1802)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.47058823529411764,needs_binomialization,8
S. carolinensis,host_scientific_name,S. carolinensis,S. carolinensis,,,already_binomial,manual_crosswalk_candidate,TRUE,Anas carolinensis,0.824,needs_manual_synonym_map,8
Sceloporus undulatus,host_scientific_name,Sceloporus undulatus,Sceloporus undulatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6,needs_manual_synonym_map,8
Sigmodon hirsutus,host_scientific_name,Sigmodon hirsutus,Sigmodon hirsutus,,,already_binomial,manual_crosswalk_candidate,TRUE,Sigmodon hispidus,0.765,needs_manual_synonym_map,8
Sorex trowbridgii,host_scientific_name,Sorex trowbridgii,Sorex trowbridgii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4117647058823529,needs_manual_synonym_map,8
Sorex vagrans,host_scientific_name,Sorex vagrans,Sorex vagrans,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6923076923076923,needs_manual_synonym_map,8
Varanus exanthematicus,host_scientific_name,Varanus exanthematicus,Varanus exanthematicus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,8
Vermivora pinus,host_scientific_name,Vermivora pinus,Vermivora pinus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,8
Vireo cassinii,host_scientific_name,Vireo cassinii,Vireo cassinii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_manual_synonym_map,8
Vireo griseus,host_scientific_name,Vireo griseus,Vireo griseus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5384615384615384,needs_manual_synonym_map,8
Zapus princeps_Allen 1893,host_scientific_name,Zapus princeps Allen 1893,Zapus princeps,,Allen 1893,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4666666666666667,needs_binomialization,8
Zonotrichia leucophrys,host_scientific_name,Zonotrichia leucophrys,Zonotrichia leucophrys,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_manual_synonym_map,8
Ammospermophilus leucurus pennipes_A. H. Howell 1931,host_scientific_name,Ammospermophilus leucurus pennipes A. H. Howell 1931,Ammospermophilus leucurus,pennipes,A. H. Howell 1931,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.64,needs_binomialization,7
Anolis sagrei,host_scientific_name,Anolis sagrei,Anolis sagrei,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.46153846153846156,needs_manual_synonym_map,7
Atilax paludinosus_G.[Baron] Cuvier 1829,host_scientific_name,Atilax paludinosus G.[Baron] Cuvier 1829,Atilax paludinosus,,G.[Baron] Cuvier 1829,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,7
Calomys expulsus_Lund 1841,host_scientific_name,Calomys expulsus Lund 1841,Calomys expulsus,,Lund 1841,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,7
Cercopithecus albogularis_Sykes 1831,host_scientific_name,Cercopithecus albogularis Sykes 1831,Cercopithecus albogularis,,Sykes 1831,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6799999999999999,needs_binomialization,7
Crossarchus obscurus_F. G. Cuvier 1825,host_scientific_name,Crossarchus obscurus F. G. Cuvier 1825,Crossarchus obscurus,,F. G. Cuvier 1825,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,7
Liomys irroratus_Gray 1868,host_scientific_name,Liomys irroratus Gray 1868,Liomys irroratus,,Gray 1868,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_binomialization,7
Neotis denhami,host_scientific_name,Neotis denhami,Neotis denhami,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,7
Neotoma floridana_Ord 1818,host_scientific_name,Neotoma floridana Ord 1818,Neotoma floridana,,Ord 1818,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7058823529411764,needs_binomialization,7
Okapia johnstoni_P. L. Sclater 1901,host_scientific_name,Okapia johnstoni P. L. Sclater 1901,Okapia johnstoni,,P. L. Sclater 1901,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4375,needs_binomialization,7
Oreotragus oreotragus_Zimmermann 1783,host_scientific_name,Oreotragus oreotragus Zimmermann 1783,Oreotragus oreotragus,,Zimmermann 1783,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5238095238095238,needs_binomialization,7
Oryzomys angouya_Fischer 1814,host_scientific_name,Oryzomys angouya Fischer 1814,Oryzomys angouya,,Fischer 1814,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_binomialization,7
Paraechinus hypomelas_Brandt 1836,host_scientific_name,Paraechinus hypomelas Brandt 1836,Paraechinus hypomelas,,Brandt 1836,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_binomialization,7
Poecile atricapilla,host_scientific_name,Poecile atricapilla,Poecile atricapilla,,,already_binomial,manual_crosswalk_candidate,TRUE,Poecile atricapillus,0.9,needs_manual_synonym_map,7
Psaltriparus minimus,host_scientific_name,Psaltriparus minimus,Psaltriparus minimus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6,needs_manual_synonym_map,7
Pternistis clappertoni,host_scientific_name,Pternistis clappertoni,Pternistis clappertoni,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4545454545454546,needs_manual_synonym_map,7
Sciurus griseus_Ord 1818,host_scientific_name,Sciurus griseus Ord 1818,Sciurus griseus,,Ord 1818,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,7
Seiurus aurocapillus,host_scientific_name,Seiurus aurocapillus,Seiurus aurocapillus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.55,needs_manual_synonym_map,7
Spermophilus lateralis lateralis_Say 1823,host_scientific_name,Spermophilus lateralis lateralis Say 1823,Spermophilus lateralis,lateralis,Say 1823,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,spermophilus citellus,0.773,needs_binomialization,7
Spermophilus variegatus rupestris_J. A. Allen 1903,host_scientific_name,Spermophilus variegatus rupestris J. A. Allen 1903,Spermophilus variegatus,rupestris,J. A. Allen 1903,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.7391304347826086,needs_binomialization,7
Thrichomys apereoides_Lund 1839,host_scientific_name,Thrichomys apereoides Lund 1839,Thrichomys apereoides,,Lund 1839,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_binomialization,7
Vulppes velox,host_scientific_name,Vulppes velox,Vulppes velox,,,already_binomial,manual_crosswalk_candidate,TRUE,vulpes velox,0.923,needs_manual_synonym_map,7
Aegelaius phoniceus,host_scientific_name,Aegelaius phoniceus,Aegelaius phoniceus,,,already_binomial,manual_crosswalk_candidate,TRUE,Agelaius phoeniceus,0.895,needs_manual_synonym_map,6
Alcelaphus lichtensteinii_Peters 1849,host_scientific_name,Alcelaphus lichtensteinii Peters 1849,Alcelaphus lichtensteinii,,Peters 1849,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.48,needs_binomialization,6
Botaurus lentiginosus,host_scientific_name,Botaurus lentiginosus,Botaurus lentiginosus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_manual_synonym_map,6
Campylorhynchus brunneicapillus,host_scientific_name,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5161290322580645,needs_manual_synonym_map,6
"Causus rhombeatus (LICHTENSTEIN, 1823)",host_scientific_name,"Causus rhombeatus (LICHTENSTEIN, 1823)",Causus rhombeatus,,"(LICHTENSTEIN, 1823)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_binomialization,6
Dendroica caerulescens,host_scientific_name,Dendroica caerulescens,Dendroica caerulescens,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_manual_synonym_map,6
Dendroica discolor,host_scientific_name,Dendroica discolor,Dendroica discolor,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,6
Desmodillus auricularis_Smith 1834,host_scientific_name,Desmodillus auricularis Smith 1834,Desmodillus auricularis,,Smith 1834,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5217391304347826,needs_binomialization,6
Elephantulus brachyrhynchus_A. Smith 1834,host_scientific_name,Elephantulus brachyrhynchus A. Smith 1834,Elephantulus brachyrhynchus,,A. Smith 1834,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7037037037037037,needs_binomialization,6
Geococcyx californianus,host_scientific_name,Geococcyx californianus,Geococcyx californianus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6956521739130435,needs_manual_synonym_map,6
Hylochoerus meinertzhageni rimator_Thomas 1906,host_scientific_name,Hylochoerus meinertzhageni rimator Thomas 1906,Hylochoerus meinertzhageni,rimator,Thomas 1906,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.5384615384615384,needs_binomialization,6
Ictonyx striatus_Perry 1810,host_scientific_name,Ictonyx striatus Perry 1810,Ictonyx striatus,,Perry 1810,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5625,needs_binomialization,6
Macropus agilis,host_scientific_name,Macropus agilis,Macropus agilis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6875,needs_manual_synonym_map,6
Meriones shawi_Duvernoy 1842,host_scientific_name,Meriones shawi Duvernoy 1842,Meriones shawi,,Duvernoy 1842,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.625,needs_binomialization,6
"Naja melanoleuca HALLOWELL, 1857",host_scientific_name,"Naja melanoleuca HALLOWELL, 1857",Naja melanoleuca,,"HALLOWELL, 1857",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5909090909090908,needs_binomialization,6
Nanger granti_Brooke 1872,host_scientific_name,Nanger granti Brooke 1872,Nanger granti,,Brooke 1872,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_binomialization,6
Neotoma magister,host_scientific_name,Neotoma magister,Neotoma magister,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.625,needs_manual_synonym_map,6
Ochotona roylei Ogilby 1839,host_scientific_name,Ochotona roylei Ogilby 1839,Ochotona roylei,,Ogilby 1839,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6875,needs_binomialization,6
Oligoryzomys fornesi_Massoia 1973,host_scientific_name,Oligoryzomys fornesi Massoia 1973,Oligoryzomys fornesi,,Massoia 1973,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6956521739130435,needs_binomialization,6
Plestiodon inexpectatus,host_scientific_name,Plestiodon inexpectatus,Plestiodon inexpectatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4347826086956522,needs_manual_synonym_map,6
Plestiodon laticeps,host_scientific_name,Plestiodon laticeps,Plestiodon laticeps,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,6
Ploceus philippinus,host_scientific_name,Ploceus philippinus,Ploceus philippinus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,6
Podilymbus podiceps,host_scientific_name,Podilymbus podiceps,Podilymbus podiceps,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,6
Raphicerus campestris_Thunberg 1811,host_scientific_name,Raphicerus campestris Thunberg 1811,Raphicerus campestris,,Thunberg 1811,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_binomialization,6
Rattus villosissimus_Waite 1898,host_scientific_name,Rattus villosissimus Waite 1898,Rattus villosissimus,,Waite 1898,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,6
Spermophilus tridecemlineatus parvus_J. A. Allen 1895,host_scientific_name,Spermophilus tridecemlineatus parvus J. A. Allen 1895,Spermophilus tridecemlineatus,parvus,J. A. Allen 1895,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6206896551724138,needs_binomialization,6
Tragelaphus eurycerus_Ogilby 1836,host_scientific_name,Tragelaphus eurycerus Ogilby 1836,Tragelaphus eurycerus,,Ogilby 1836,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7083333333333333,needs_binomialization,6
Tragelaphus spekii_Speke 1863,host_scientific_name,Tragelaphus spekii Speke 1863,Tragelaphus spekii,,Speke 1863,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.736842105263158,needs_binomialization,6
Ammospermophilus leucurus cinamomeus_Merriam 1890,host_scientific_name,Ammospermophilus leucurus cinamomeus Merriam 1890,Ammospermophilus leucurus,cinamomeus,Merriam 1890,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.64,needs_binomialization,5
Amphispiza belli,host_scientific_name,Amphispiza belli,Amphispiza belli,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_manual_synonym_map,5
Anolis cristatellus,host_scientific_name,Anolis cristatellus,Anolis cristatellus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_manual_synonym_map,5
Callipepla californica,host_scientific_name,Callipepla californica,Callipepla californica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5909090909090908,needs_manual_synonym_map,5
Civettictis civetta civetta_Schreber 1776,host_scientific_name,Civettictis civetta civetta Schreber 1776,Civettictis civetta,civetta,Schreber 1776,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.42105263157894735,needs_binomialization,5
Crocidura mariquensis_A. Smith 1844,host_scientific_name,Crocidura mariquensis A. Smith 1844,Crocidura mariquensis,,A. Smith 1844,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6956521739130435,needs_binomialization,5
Crovus brachyrhynchos,host_scientific_name,Crovus brachyrhynchos,Crovus brachyrhynchos,,,already_binomial,manual_crosswalk_candidate,TRUE,Corvus brachyrhynchos,0.905,needs_manual_synonym_map,5
Damaliscus korrigum korrigum_Ogilby 1836,host_scientific_name,Damaliscus korrigum korrigum Ogilby 1836,Damaliscus korrigum,korrigum,Ogilby 1836,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_binomialization,5
Dipodillus campestris_Loche 1867,host_scientific_name,Dipodillus campestris Loche 1867,Dipodillus campestris,,Loche 1867,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,5
Dipodomys merriami Mearns 1890,host_scientific_name,Dipodomys merriami Mearns 1890,Dipodomys merriami,,Mearns 1890,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,5
Fejervarya sakishimensis,host_scientific_name,Fejervarya sakishimensis,Fejervarya sakishimensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.45833333333333337,needs_manual_synonym_map,5
Genetta pardina_I. Geoffroy Saint-Hilaire 1832,host_scientific_name,Genetta pardina I. Geoffroy Saint-Hilaire 1832,Genetta pardina,,I. Geoffroy Saint-Hilaire 1832,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,5
Hyaena hyaena_Linnaeus 1758,host_scientific_name,Hyaena hyaena Linnaeus 1758,Hyaena hyaena,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_binomialization,5
Melozone crissalis,host_scientific_name,Melozone crissalis,Melozone crissalis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_manual_synonym_map,5
Monodelphis americana_Müller 1776,host_scientific_name,Monodelphis americana Müller 1776,Monodelphis americana,,Müller 1776,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7142857142857143,needs_binomialization,5
"Naja nivea (LINNAEUS, 1758)",host_scientific_name,"Naja nivea (LINNAEUS, 1758)",Naja nivea,,"(LINNAEUS, 1758)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_binomialization,5
Nesokia indica Gray 1830-1835,host_scientific_name,Nesokia indica Gray 1830-1835,Nesokia indica,,Gray 1830-1835,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_binomialization,5
Oxymycterus hispidus_Pictet 1843,host_scientific_name,Oxymycterus hispidus Pictet 1843,Oxymycterus hispidus,,Pictet 1843,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7,needs_binomialization,5
Passserina cyanea,host_scientific_name,Passserina cyanea,Passserina cyanea,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.47058823529411764,needs_manual_synonym_map,5
Podomys floridanus,host_scientific_name,Podomys floridanus,Podomys floridanus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_manual_synonym_map,5
Praomys tullbergi_Thomas 1894,host_scientific_name,Praomys tullbergi Thomas 1894,Praomys tullbergi,,Thomas 1894,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_binomialization,5
Setophaga petechia,host_scientific_name,Setophaga petechia,Setophaga petechia,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_manual_synonym_map,5
Spermophilus spilosoma marginatus_V. Bailey 1902,host_scientific_name,Spermophilus spilosoma marginatus V. Bailey 1902,Spermophilus spilosoma,marginatus,V. Bailey 1902,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_binomialization,5
Spermophilus tridecemlineatus pallidus_J. A. Allen 1874,host_scientific_name,Spermophilus tridecemlineatus pallidus J. A. Allen 1874,Spermophilus tridecemlineatus,pallidus,J. A. Allen 1874,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6206896551724138,needs_binomialization,5
Thryothoros ludovicianus,host_scientific_name,Thryothoros ludovicianus,Thryothoros ludovicianus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,5
Trinomys dimidiatus_Günther 1876,host_scientific_name,Trinomys dimidiatus Günther 1876,Trinomys dimidiatus,,Günther 1876,authorship_or_suffix,manual_crosswalk_candidate,TRUE,acomys dimidiatus,0.789,needs_binomialization,5
Vulpes lagopus_Linnaeus 1758,host_scientific_name,Vulpes lagopus Linnaeus 1758,Vulpes lagopus,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,5
Wilsonia citrina,host_scientific_name,Wilsonia citrina,Wilsonia citrina,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5625,needs_manual_synonym_map,5
Aethomys hindei_Thomas 1902,host_scientific_name,Aethomys hindei Thomas 1902,Aethomys hindei,,Thomas 1902,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6875,needs_binomialization,4
Blarina carolinensis,host_scientific_name,Blarina carolinensis,Blarina carolinensis,,,already_binomial,manual_crosswalk_candidate,TRUE,Anas carolinensis,0.75,needs_manual_synonym_map,4
Calomys callosus_Rengger 1830,host_scientific_name,Calomys callosus Rengger 1830,Calomys callosus,,Rengger 1830,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_binomialization,4
Carduelis psaltria,host_scientific_name,Carduelis psaltria,Carduelis psaltria,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_manual_synonym_map,4
Cephalophus zebra_Gray 1838,host_scientific_name,Cephalophus zebra Gray 1838,Cephalophus zebra,,Gray 1838,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_binomialization,4
Chaetodipus formosus,host_scientific_name,Chaetodipus formosus,Chaetodipus formosus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7,needs_manual_synonym_map,4
Ciconia abdimii,host_scientific_name,Ciconia abdimii,Ciconia abdimii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6,needs_manual_synonym_map,4
Columbia livia,host_scientific_name,Columbia livia,Columbia livia,,,already_binomial,manual_crosswalk_candidate,TRUE,Columba livia,0.929,needs_manual_synonym_map,4
Connochaetes gnou_Zimmermann 1780,host_scientific_name,Connochaetes gnou Zimmermann 1780,Connochaetes gnou,,Zimmermann 1780,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,4
Cynomys leucurus_Merriam 1890,host_scientific_name,Cynomys leucurus Merriam 1890,Cynomys leucurus,,Merriam 1890,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,4
"Dendroaspis angusticeps (SMITH, 1849)",host_scientific_name,"Dendroaspis angusticeps (SMITH, 1849)",Dendroaspis angusticeps,,"(SMITH, 1849)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4347826086956522,needs_binomialization,4
Dendroica coronata,host_scientific_name,Dendroica coronata,Dendroica coronata,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_manual_synonym_map,4
Dendroica pensylcanica,host_scientific_name,Dendroica pensylcanica,Dendroica pensylcanica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_manual_synonym_map,4
Dendroica petechia,host_scientific_name,Dendroica petechia,Dendroica petechia,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4545454545454546,needs_manual_synonym_map,4
Dendroica pinus,host_scientific_name,Dendroica pinus,Dendroica pinus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5263157894736843,needs_manual_synonym_map,4
Equus burchellii boehmi_Matschie 1892,host_scientific_name,Equus burchellii boehmi Matschie 1892,Equus burchellii,boehmi,Matschie 1892,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_binomialization,4
Eudorcas rufifrons_Gray 1846,host_scientific_name,Eudorcas rufifrons Gray 1846,Eudorcas rufifrons,,Gray 1846,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7222222222222222,needs_binomialization,4
Felis silvestris_Schreber 1777,host_scientific_name,Felis silvestris Schreber 1777,Felis silvestris,,Schreber 1777,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,4
Genetta angolensis_Bocage 1882,host_scientific_name,Genetta angolensis Bocage 1882,Genetta angolensis,,Bocage 1882,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_binomialization,4
Gerbillurus paeba_A. Smith 1836,host_scientific_name,Gerbillurus paeba A. Smith 1836,Gerbillurus paeba,,A. Smith 1836,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5263157894736843,needs_binomialization,4
Hippopotamus amphibius,host_scientific_name,Hippopotamus amphibius,Hippopotamus amphibius,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4545454545454546,needs_manual_synonym_map,4
