"","disease","type","name1","id","tag","name2","species","subregions","accu","ID","ID2"
"171","jamestown canyon","vectors","aedes communis_ochlerotatus communis sp_1_subs_21","rukQGRronp7r","X:\DRtemp\temp\disease_analyses/aedes communis_ochlerotatus communis sp_1_subs_21","aedes communis_ochlerotatus communis sp_1;21;","aedes communis_ochlerotatus communis sp","21",2,"jamestown canyon;aedes communis_ochlerotatus communis sp;21","jamestown canyon;aedes communis_ochlerotatus communis sp"
"174","wuchereria bancrofti","vectors","aedes kochi_anopheles kochi_1_subs_35","fnQATPNXbNgH","X:\DRtemp\temp\disease_analyses/aedes kochi_anopheles kochi_1_subs_35","aedes kochi_anopheles kochi_1;35;","aedes kochi_anopheles kochi","35",2,"wuchereria bancrofti;aedes kochi_anopheles kochi;35","wuchereria bancrofti;aedes kochi_anopheles kochi"
"176","la crosse","vectors","aedes triseriatus_ochlerotatus triseriatus_1_subs_21","4fKtSTdTYs9M","X:\DRtemp\temp\disease_analyses/aedes triseriatus_ochlerotatus triseriatus_1_subs_21","aedes triseriatus_ochlerotatus triseriatus_1;21;","aedes triseriatus_ochlerotatus triseriatus","21",2,"la crosse;aedes triseriatus_ochlerotatus triseriatus;21","la crosse;aedes triseriatus_ochlerotatus triseriatus"
"177","jamestown canyon","vectors","aedes triseriatus_ochlerotatus triseriatus_1_subs_21","yxf47F8jjfVP","X:\DRtemp\temp\disease_analyses/aedes triseriatus_ochlerotatus triseriatus_1_subs_21","aedes triseriatus_ochlerotatus triseriatus_1;21;","aedes triseriatus_ochlerotatus triseriatus","21",2,"jamestown canyon;aedes triseriatus_ochlerotatus triseriatus;21","jamestown canyon;aedes triseriatus_ochlerotatus triseriatus"
"181","cache valley","vectors","aedes_aedes_2_subs_21","dM1x7mkCUp9o","X:\DRtemp\temp\disease_analyses/aedes_aedes_2_subs_21","aedes_aedes_2;21;","aedes_aedes","21",2,"cache valley;aedes_aedes;21","cache valley;aedes_aedes"
"183","jamestown canyon","vectors","aedes_aedes_2_subs_21","SIvYObH62n1m","X:\DRtemp\temp\disease_analyses/aedes_aedes_2_subs_21","aedes_aedes_2;21;","aedes_aedes","21",2,"jamestown canyon;aedes_aedes;21","jamestown canyon;aedes_aedes"
"199","brugia malayi","vectors","aedes_collessius_1_subs_35","o9bnuNsUl34D","X:\DRtemp\temp\disease_analyses/aedes_collessius_1_subs_35","aedes_collessius_1;35;","aedes_collessius","35",2,"brugia malayi;aedes_collessius;35","brugia malayi;aedes_collessius"
"1101","brugia malayi","vectors","aedes_culex_1_subs_35","Foz45tXrgAkq","X:\DRtemp\temp\disease_analyses/aedes_culex_1_subs_35","aedes_culex_1;35;","aedes_culex","35",2,"brugia malayi;aedes_culex;35","brugia malayi;aedes_culex"
"1108","brugia malayi","vectors","aedes_phagomyia_1_subs_35","RmJzr6eFL74N","X:\DRtemp\temp\disease_analyses/aedes_phagomyia_1_subs_35","aedes_phagomyia_1;35;","aedes_phagomyia","35",2,"brugia malayi;aedes_phagomyia;35","brugia malayi;aedes_phagomyia"
"1136","brugia malayi","vectors","aedes_verrallina_1_subs_35","znMp4bWIDlxD","X:\DRtemp\temp\disease_analyses/aedes_verrallina_1_subs_35","aedes_verrallina_1;35;","aedes_verrallina","35",2,"brugia malayi;aedes_verrallina;35","brugia malayi;aedes_verrallina"
"1164","ehrlichia ewingii","vectors","amblyomma americanum_amblyomma americanum_1_subs_21","0KcOkje6F3CL","X:\DRtemp\temp\disease_analyses/amblyomma americanum_amblyomma americanum_1_subs_21","amblyomma americanum_amblyomma americanum_1;21;","amblyomma americanum_amblyomma americanum","21",2,"ehrlichia ewingii;amblyomma americanum_amblyomma americanum;21","ehrlichia ewingii;amblyomma americanum_amblyomma americanum"
"1165","anaplasma phagocytophilum","vectors","amblyomma americanum_amblyomma americanum_1_subs_21","dZkNdUur1wEq","X:\DRtemp\temp\disease_analyses/amblyomma americanum_amblyomma americanum_1_subs_21","amblyomma americanum_amblyomma americanum_1;21;","amblyomma americanum_amblyomma americanum","21",2,"anaplasma phagocytophilum;amblyomma americanum_amblyomma americanum;21","anaplasma phagocytophilum;amblyomma americanum_amblyomma americanum"
"1166","francisella tularensis tularensis","vectors","amblyomma americanum_amblyomma americanum_1_subs_21","elZHznxydJRT","X:\DRtemp\temp\disease_analyses/amblyomma americanum_amblyomma americanum_1_subs_21","amblyomma americanum_amblyomma americanum_1;21;","amblyomma americanum_amblyomma americanum","21",2,"francisella tularensis tularensis;amblyomma americanum_amblyomma americanum;21","francisella tularensis tularensis;amblyomma americanum_amblyomma americanum"
"1169","rickettsia parkeri","hosts","amblyomma americanum_amblyomma americanum_1_subs_21","mH1m4iDwwbnf","X:\DRtemp\temp\disease_analyses/amblyomma americanum_amblyomma americanum_1_subs_21","amblyomma americanum_amblyomma americanum_1;21;","amblyomma americanum_amblyomma americanum","21",2,"rickettsia parkeri;amblyomma americanum_amblyomma americanum;21","rickettsia parkeri;amblyomma americanum_amblyomma americanum"
"1171","ehrlichia chaffeensis","vectors","amblyomma americanum_amblyomma americanum_1_subs_21","Oqe4jKJom8dY","X:\DRtemp\temp\disease_analyses/amblyomma americanum_amblyomma americanum_1_subs_21","amblyomma americanum_amblyomma americanum_1;21;","amblyomma americanum_amblyomma americanum","21",2,"ehrlichia chaffeensis;amblyomma americanum_amblyomma americanum;21","ehrlichia chaffeensis;amblyomma americanum_amblyomma americanum"
"1178","rickettsia parkeri","hosts","amblyomma maculatum_amblyomma maculatum_1_subs_21","4NIy1NWN6nAv","X:\DRtemp\temp\disease_analyses/amblyomma maculatum_amblyomma maculatum_1_subs_21","amblyomma maculatum_amblyomma maculatum_1;21;","amblyomma maculatum_amblyomma maculatum","21",2,"rickettsia parkeri;amblyomma maculatum_amblyomma maculatum;21","rickettsia parkeri;amblyomma maculatum_amblyomma maculatum"
"1179","anaplasma phagocytophilum","vectors","amblyomma maculatum_amblyomma maculatum_1_subs_21","d0AaGsukni42","X:\DRtemp\temp\disease_analyses/amblyomma maculatum_amblyomma maculatum_1_subs_21","amblyomma maculatum_amblyomma maculatum_1;21;","amblyomma maculatum_amblyomma maculatum","21",2,"anaplasma phagocytophilum;amblyomma maculatum_amblyomma maculatum;21","anaplasma phagocytophilum;amblyomma maculatum_amblyomma maculatum"
"1181","ehrlichia chaffeensis","vectors","amblyomma maculatum_amblyomma maculatum_1_subs_21","lVvZ43HU9RUy","X:\DRtemp\temp\disease_analyses/amblyomma maculatum_amblyomma maculatum_1_subs_21","amblyomma maculatum_amblyomma maculatum_1;21;","amblyomma maculatum_amblyomma maculatum","21",2,"ehrlichia chaffeensis;amblyomma maculatum_amblyomma maculatum;21","ehrlichia chaffeensis;amblyomma maculatum_amblyomma maculatum"
"1182","ehrlichia ewingii","vectors","amblyomma maculatum_amblyomma maculatum_1_subs_21","rS6OERjenFxf","X:\DRtemp\temp\disease_analyses/amblyomma maculatum_amblyomma maculatum_1_subs_21","amblyomma maculatum_amblyomma maculatum_1;21;","amblyomma maculatum_amblyomma maculatum","21",2,"ehrlichia ewingii;amblyomma maculatum_amblyomma maculatum;21","ehrlichia ewingii;amblyomma maculatum_amblyomma maculatum"
"1185","coxiella burnetii","vectors","amblyomma triguttatum_amblyomma triguttatum_1_subs_53","Lub3Z5QJhQ51","X:\DRtemp\temp\disease_analyses/amblyomma triguttatum_amblyomma triguttatum_1_subs_53","amblyomma triguttatum_amblyomma triguttatum_1;53;","amblyomma triguttatum_amblyomma triguttatum","53",2,"coxiella burnetii;amblyomma triguttatum_amblyomma triguttatum;53","coxiella burnetii;amblyomma triguttatum_amblyomma triguttatum"
"1192","ehrlichia ewingii","vectors","amblyomma_bothriocroton_2_subs_21","ASbV5euk4rbZ","X:\DRtemp\temp\disease_analyses/amblyomma_bothriocroton_2_subs_21","amblyomma_bothriocroton_2;21;","amblyomma_bothriocroton","21",2,"ehrlichia ewingii;amblyomma_bothriocroton;21","ehrlichia ewingii;amblyomma_bothriocroton"
"1193","anaplasma phagocytophilum","vectors","amblyomma_bothriocroton_2_subs_21","ej9Zgmlm6P1K","X:\DRtemp\temp\disease_analyses/amblyomma_bothriocroton_2_subs_21","amblyomma_bothriocroton_2;21;","amblyomma_bothriocroton","21",2,"anaplasma phagocytophilum;amblyomma_bothriocroton;21","anaplasma phagocytophilum;amblyomma_bothriocroton"
"1202","colorado tick","hosts","ammospermophilus_ammospermophilus_1_subs_21","RmVItKVgHJ4J","X:\DRtemp\temp\disease_analyses/ammospermophilus_ammospermophilus_1_subs_21","ammospermophilus_ammospermophilus_1;21;","ammospermophilus_ammospermophilus","21",2,"colorado tick;ammospermophilus_ammospermophilus;21","colorado tick;ammospermophilus_ammospermophilus"
"1226","brugia timori","vectors","anopheles barbirostris_anopheles dissidens_1_subs_35","KVmDlCP16R0T","X:\DRtemp\temp\disease_analyses/anopheles barbirostris_anopheles dissidens_1_subs_35","anopheles barbirostris_anopheles dissidens_1;35;","anopheles barbirostris_anopheles dissidens","35",2,"brugia timori;anopheles barbirostris_anopheles dissidens;35","brugia timori;anopheles barbirostris_anopheles dissidens"
"1229","brugia timori","vectors","anopheles barbirostris_anopheles wejchoochotei_1_subs_35","ELUFeIkqxr7T","X:\DRtemp\temp\disease_analyses/anopheles barbirostris_anopheles wejchoochotei_1_subs_35","anopheles barbirostris_anopheles wejchoochotei_1;35;","anopheles barbirostris_anopheles wejchoochotei","35",2,"brugia timori;anopheles barbirostris_anopheles wejchoochotei;35","brugia timori;anopheles barbirostris_anopheles wejchoochotei"
"1246","cache valley","vectors","anopheles quadrimaculatus_anopheles quadrimaculatus_1_subs_21","52RCJfrjlfUO","X:\DRtemp\temp\disease_analyses/anopheles quadrimaculatus_anopheles quadrimaculatus_1_subs_21","anopheles quadrimaculatus_anopheles quadrimaculatus_1;21;","anopheles quadrimaculatus_anopheles quadrimaculatus","21",2,"cache valley;anopheles quadrimaculatus_anopheles quadrimaculatus;21","cache valley;anopheles quadrimaculatus_anopheles quadrimaculatus"
"1248","tensaw ","vectors","anopheles quadrimaculatus_anopheles quadrimaculatus_1_subs_21","Omht2JnKt0Fq","X:\DRtemp\temp\disease_analyses/anopheles quadrimaculatus_anopheles quadrimaculatus_1_subs_21","anopheles quadrimaculatus_anopheles quadrimaculatus_1;21;","anopheles quadrimaculatus_anopheles quadrimaculatus","21",2,"tensaw ;anopheles quadrimaculatus_anopheles quadrimaculatus;21","tensaw ;anopheles quadrimaculatus_anopheles quadrimaculatus"
"1253","west nile","vectors","anopheles subpictus_anopheles subpictus_1_subs_54","SZin4WVI0tOJ","X:\DRtemp\temp\disease_analyses/anopheles subpictus_anopheles subpictus_1_subs_54","anopheles subpictus_anopheles subpictus_1;54;","anopheles subpictus_anopheles subpictus","54",2,"west nile;anopheles subpictus_anopheles subpictus;54","west nile;anopheles subpictus_anopheles subpictus"
"1256","brugia malayi","vectors","anopheles_anopheles_1_subs_35","Bg8PSAKCRNSb","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_1_subs_35","anopheles_anopheles_1;35;","anopheles_anopheles","35",2,"brugia malayi;anopheles_anopheles;35","brugia malayi;anopheles_anopheles"
"1263","plasmodium knowlesi","vectors","anopheles_anopheles_2_subs_35","2H1xhXMzJvhe","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_2_subs_35","anopheles_anopheles_2;35;","anopheles_anopheles","35",2,"plasmodium knowlesi;anopheles_anopheles;35","plasmodium knowlesi;anopheles_anopheles"
"1284","hojo","hosts","apodemus agrarius_apodemus chejuensis_1_subs_30","9Hi7NlDxeXk6","X:\DRtemp\temp\disease_analyses/apodemus agrarius_apodemus chejuensis_1_subs_30","apodemus agrarius_apodemus chejuensis_1;30;","apodemus agrarius_apodemus chejuensis","30",2,"hojo;apodemus agrarius_apodemus chejuensis;30","hojo;apodemus agrarius_apodemus chejuensis"
"1285","lee","hosts","apodemus agrarius_apodemus chejuensis_1_subs_30","kHPwr556lnsp","X:\DRtemp\temp\disease_analyses/apodemus agrarius_apodemus chejuensis_1_subs_30","apodemus agrarius_apodemus chejuensis_1;30;","apodemus agrarius_apodemus chejuensis","30",2,"lee;apodemus agrarius_apodemus chejuensis;30","lee;apodemus agrarius_apodemus chejuensis"
"1295","babesia microti japanese","hosts","apodemus argenteus_apodemus argenteus_1_subs_30","30BIVJExQafk","X:\DRtemp\temp\disease_analyses/apodemus argenteus_apodemus argenteus_1_subs_30","apodemus argenteus_apodemus argenteus_1;30;","apodemus argenteus_apodemus argenteus","30",2,"babesia microti japanese;apodemus argenteus_apodemus argenteus;30","babesia microti japanese;apodemus argenteus_apodemus argenteus"
"1303","babesia microti japanese","hosts","apodemus speciosus_apodemus draco_1_subs_30","E3Pm2RAsIjjK","X:\DRtemp\temp\disease_analyses/apodemus speciosus_apodemus draco_1_subs_30","apodemus speciosus_apodemus draco_1;30;","apodemus speciosus_apodemus draco","30",2,"babesia microti japanese;apodemus speciosus_apodemus draco;30","babesia microti japanese;apodemus speciosus_apodemus draco"
"1346","ippy","hosts","arvicanthis_lemniscomys_1_subs_17","hex18ZdLzbZY","X:\DRtemp\temp\disease_analyses/arvicanthis_lemniscomys_1_subs_17","arvicanthis_lemniscomys_1;17;","arvicanthis_lemniscomys","17",2,"ippy;arvicanthis_lemniscomys;17","ippy;arvicanthis_lemniscomys"
"1369","thailand","hosts","bandicota indica_bandicota indica_1_subs_35","2VGo1PYtUahO","X:\DRtemp\temp\disease_analyses/bandicota indica_bandicota indica_1_subs_35","bandicota indica_bandicota indica_1;35;","bandicota indica_bandicota indica","35",2,"thailand;bandicota indica_bandicota indica;35","thailand;bandicota indica_bandicota indica"
"1389","borrelia miyamotoi","hosts","blarina brevicauda_blarina carolinensis_1_subs_21","bNVyqVQWAOxP","X:\DRtemp\temp\disease_analyses/blarina brevicauda_blarina carolinensis_1_subs_21","blarina brevicauda_blarina carolinensis_1;21;","blarina brevicauda_blarina carolinensis","21",2,"borrelia miyamotoi;blarina brevicauda_blarina carolinensis;21","borrelia miyamotoi;blarina brevicauda_blarina carolinensis"
"1390","campripley","hosts","blarina brevicauda_blarina carolinensis_1_subs_21","F1RtswOxbrE1","X:\DRtemp\temp\disease_analyses/blarina brevicauda_blarina carolinensis_1_subs_21","blarina brevicauda_blarina carolinensis_1;21;","blarina brevicauda_blarina carolinensis","21",2,"campripley;blarina brevicauda_blarina carolinensis;21","campripley;blarina brevicauda_blarina carolinensis"
"1391","borrelia burgdorferi","hosts","blarina brevicauda_blarina carolinensis_1_subs_21","Myp1n4UPjasa","X:\DRtemp\temp\disease_analyses/blarina brevicauda_blarina carolinensis_1_subs_21","blarina brevicauda_blarina carolinensis_1;21;","blarina brevicauda_blarina carolinensis","21",2,"borrelia burgdorferi;blarina brevicauda_blarina carolinensis;21","borrelia burgdorferi;blarina brevicauda_blarina carolinensis"
"1392","babesia microti","hosts","blarina brevicauda_blarina carolinensis_1_subs_21","n8cS7CIc4BzA","X:\DRtemp\temp\disease_analyses/blarina brevicauda_blarina carolinensis_1_subs_21","blarina brevicauda_blarina carolinensis_1;21;","blarina brevicauda_blarina carolinensis","21",2,"babesia microti;blarina brevicauda_blarina carolinensis;21","babesia microti;blarina brevicauda_blarina carolinensis"
"1397","western equine encephalitis","hosts","bonasa_tetrastes_1_subs_21","3SmrZADZbdCL","X:\DRtemp\temp\disease_analyses/bonasa_tetrastes_1_subs_21","bonasa_tetrastes_1;21;","bonasa_tetrastes","21",2,"western equine encephalitis;bonasa_tetrastes;21","western equine encephalitis;bonasa_tetrastes"
"1404","rickettsia honei","hosts","bothriocroton hydrosauri_bothriocroton hydrosauri_1_subs_53","1RSvhdG735IF","X:\DRtemp\temp\disease_analyses/bothriocroton hydrosauri_bothriocroton hydrosauri_1_subs_53","bothriocroton hydrosauri_bothriocroton hydrosauri_1;53;","bothriocroton hydrosauri_bothriocroton hydrosauri","53",2,"rickettsia honei;bothriocroton hydrosauri_bothriocroton hydrosauri;53","rickettsia honei;bothriocroton hydrosauri_bothriocroton hydrosauri"
"1421","western equine encephalitis","hosts","branta_branta_1_subs_21","nAnDiRbthHvf","X:\DRtemp\temp\disease_analyses/branta_branta_1_subs_21","branta_branta_1;21;","branta_branta","21",2,"western equine encephalitis;branta_branta;21","western equine encephalitis;branta_branta"
"1476","paragonimus uterobilateralis","second","callinectes_portunus_1_subs_11","n84idKrseDYY","X:\DRtemp\temp\disease_analyses/callinectes_portunus_1_subs_11","callinectes_portunus_1;11;","callinectes_portunus","11",2,"paragonimus uterobilateralis;callinectes_portunus;11","paragonimus uterobilateralis;callinectes_portunus"
"1477","paragonimus africanus","second","callinectes_portunus_1_subs_11","w7Kaij4U5vVG","X:\DRtemp\temp\disease_analyses/callinectes_portunus_1_subs_11","callinectes_portunus_1;11;","callinectes_portunus","11",2,"paragonimus africanus;callinectes_portunus;11","paragonimus africanus;callinectes_portunus"
"1496","paragonimus miyazakii","second","cambaroides_cambaroides_2_subs_30","fNfVjIy6bdKV","X:\DRtemp\temp\disease_analyses/cambaroides_cambaroides_2_subs_30","cambaroides_cambaroides_2;30;","cambaroides_cambaroides","30",2,"paragonimus miyazakii;cambaroides_cambaroides;30","paragonimus miyazakii;cambaroides_cambaroides"
"1504","ehrlichia ewingii","hosts","canis lupus_canis indica_1_subs_21","0QUJwE4qLRx2","X:\DRtemp\temp\disease_analyses/canis lupus_canis indica_1_subs_21","canis lupus_canis indica_1;21;","canis lupus_canis indica","21",2,"ehrlichia ewingii;canis lupus_canis indica;21","ehrlichia ewingii;canis lupus_canis indica"
"1529","borrelia hermsii","vectors","carios_otobius_2_subs_21","7PT6CJbFOJnA","X:\DRtemp\temp\disease_analyses/carios_otobius_2_subs_21","carios_otobius_2;21;","carios_otobius","21",2,"borrelia hermsii;carios_otobius;21","borrelia hermsii;carios_otobius"
"1537","western equine encephalitis","hosts","centrocercus_centrocercus_1_subs_21","cbGOJFp27y1s","X:\DRtemp\temp\disease_analyses/centrocercus_centrocercus_1_subs_21","centrocercus_centrocercus_1;21;","centrocercus_centrocercus","21",2,"western equine encephalitis;centrocercus_centrocercus;21","western equine encephalitis;centrocercus_centrocercus"
"1550","cache valley","hosts","cervus elaphus_cervus canadensis_1_subs_21","P3KeoZlOg6F5","X:\DRtemp\temp\disease_analyses/cervus elaphus_cervus canadensis_1_subs_21","cervus elaphus_cervus canadensis_1;21;","cervus elaphus_cervus canadensis","21",2,"cache valley;cervus elaphus_cervus canadensis;21","cache valley;cervus elaphus_cervus canadensis"
"1580","jamestown canyon","vectors","chrysops cincticornis_chrysops cincticornis_1_subs_21","DvBSpjyMMLeR","X:\DRtemp\temp\disease_analyses/chrysops cincticornis_chrysops cincticornis_1_subs_21","chrysops cincticornis_chrysops cincticornis_1;21;","chrysops cincticornis_chrysops cincticornis","21",2,"jamestown canyon;chrysops cincticornis_chrysops cincticornis;21","jamestown canyon;chrysops cincticornis_chrysops cincticornis"
"1584","francisella tularensis tularensis","vectors","chrysops_chrysops_1_subs_21","wVCVYfBFpBXa","X:\DRtemp\temp\disease_analyses/chrysops_chrysops_1_subs_21","chrysops_chrysops_1;21;","chrysops_chrysops","21",2,"francisella tularensis tularensis;chrysops_chrysops;21","francisella tularensis tularensis;chrysops_chrysops"
"1615","barmah forest","vectors","coquillettidia linealis_coquillettidia linealis_1_subs_53","AwHT82uUltHS","X:\DRtemp\temp\disease_analyses/coquillettidia linealis_coquillettidia linealis_1_subs_53","coquillettidia linealis_coquillettidia linealis_1;53;","coquillettidia linealis_coquillettidia linealis","53",2,"barmah forest;coquillettidia linealis_coquillettidia linealis;53","barmah forest;coquillettidia linealis_coquillettidia linealis"
"1618","tensaw ","vectors","coquillettidia perturbans_coquillettidia perturbans_1_subs_21","qGhKNPG70Jto","X:\DRtemp\temp\disease_analyses/coquillettidia perturbans_coquillettidia perturbans_1_subs_21","coquillettidia perturbans_coquillettidia perturbans_1;21;","coquillettidia perturbans_coquillettidia perturbans","21",2,"tensaw ;coquillettidia perturbans_coquillettidia perturbans;21","tensaw ;coquillettidia perturbans_coquillettidia perturbans"
"1637","imjin","hosts","crocidura lasiura_crocidura lasiura_2_subs_30","FODA6Lr3CHSY","X:\DRtemp\temp\disease_analyses/crocidura lasiura_crocidura lasiura_2_subs_30","crocidura lasiura_crocidura lasiura_2;30;","crocidura lasiura_crocidura lasiura","30",2,"imjin;crocidura lasiura_crocidura lasiura;30","imjin;crocidura lasiura_crocidura lasiura"
"1638","azagny","hosts","crocidura obscurior_crocidura eburnea_2_subs_11","sa0Kwx9rqwMQ","X:\DRtemp\temp\disease_analyses/crocidura obscurior_crocidura eburnea_2_subs_11","crocidura obscurior_crocidura eburnea_2;11;","crocidura obscurior_crocidura eburnea","11",2,"azagny;crocidura obscurior_crocidura eburnea;11","azagny;crocidura obscurior_crocidura eburnea"
"1640","tanganya","hosts","crocidura theresae_crocidura theresae_1_subs_11","jWAakDuQuKmp","X:\DRtemp\temp\disease_analyses/crocidura theresae_crocidura theresae_1_subs_11","crocidura theresae_crocidura theresae_1;11;","crocidura theresae_crocidura theresae","11",2,"tanganya;crocidura theresae_crocidura theresae;11","tanganya;crocidura theresae_crocidura theresae"
"1666","barmah forest","vectors","culex cylindricus_culex cylindricus_1_subs_53","2vjw5ukWExNw","X:\DRtemp\temp\disease_analyses/culex cylindricus_culex cylindricus_1_subs_53","culex cylindricus_culex cylindricus_1;53;","culex cylindricus_culex cylindricus","53",2,"barmah forest;culex cylindricus_culex cylindricus;53","barmah forest;culex cylindricus_culex cylindricus"
"1692","western equine encephalitis","vectors","culex tarsalis_culex tarsalis_1_subs_21","5Qen7iGuWPje","X:\DRtemp\temp\disease_analyses/culex tarsalis_culex tarsalis_1_subs_21","culex tarsalis_culex tarsalis_1;21;","culex tarsalis_culex tarsalis","21",2,"western equine encephalitis;culex tarsalis_culex tarsalis;21","western equine encephalitis;culex tarsalis_culex tarsalis"
"1706","brugia malayi","vectors","culex_collessius_1_subs_35","kbGNRW1WXMIO","X:\DRtemp\temp\disease_analyses/culex_collessius_1_subs_35","culex_collessius_1;35;","culex_collessius","35",2,"brugia malayi;culex_collessius;35","brugia malayi;culex_collessius"
"1707","brugia timori","vectors","culex_collessius_1_subs_35","NSEeqM0QCMhB","X:\DRtemp\temp\disease_analyses/culex_collessius_1_subs_35","culex_collessius_1;35;","culex_collessius","35",2,"brugia timori;culex_collessius;35","brugia timori;culex_collessius"
"1728","brugia malayi","vectors","culex_culex_1_subs_35","OZkoCxRkukDO","X:\DRtemp\temp\disease_analyses/culex_culex_1_subs_35","culex_culex_1;35;","culex_culex","35",2,"brugia malayi;culex_culex;35","brugia malayi;culex_culex"
"1736","barmah forest","vectors","culicoides_culicoides_2_subs_53","4XXJSxYzqWhV","X:\DRtemp\temp\disease_analyses/culicoides_culicoides_2_subs_53","culicoides_culicoides_2;53;","culicoides_culicoides","53",2,"barmah forest;culicoides_culicoides;53","barmah forest;culicoides_culicoides"
"1740","snowshoe hare","vectors","culiseta impatiens_culiseta impatiens_1_subs_21","aePNcdTNDuaC","X:\DRtemp\temp\disease_analyses/culiseta impatiens_culiseta impatiens_1_subs_21","culiseta impatiens_culiseta impatiens_1;21;","culiseta impatiens_culiseta impatiens","21",2,"snowshoe hare;culiseta impatiens_culiseta impatiens;21","snowshoe hare;culiseta impatiens_culiseta impatiens"
"1741","jamestown canyon","vectors","culiseta inornata_culex inornata_1_subs_21","bhAEAjIAx9oZ","X:\DRtemp\temp\disease_analyses/culiseta inornata_culex inornata_1_subs_21","culiseta inornata_culex inornata_1;21;","culiseta inornata_culex inornata","21",2,"jamestown canyon;culiseta inornata_culex inornata;21","jamestown canyon;culiseta inornata_culex inornata"
"1742","cache valley","vectors","culiseta inornata_culex inornata_1_subs_21","bXScR0ELqcuG","X:\DRtemp\temp\disease_analyses/culiseta inornata_culex inornata_1_subs_21","culiseta inornata_culex inornata_1;21;","culiseta inornata_culex inornata","21",2,"cache valley;culiseta inornata_culex inornata;21","cache valley;culiseta inornata_culex inornata"
"1743","snowshoe hare","vectors","culiseta inornata_culex inornata_1_subs_21","nUNKdHOHtCXG","X:\DRtemp\temp\disease_analyses/culiseta inornata_culex inornata_1_subs_21","culiseta inornata_culex inornata_1;21;","culiseta inornata_culex inornata","21",2,"snowshoe hare;culiseta inornata_culex inornata;21","snowshoe hare;culiseta inornata_culex inornata"
"1747","eastern equine encephalitis","vectors","culiseta morsitans_culiseta morsitans_1_subs_21","FvZuMB0VKOeW","X:\DRtemp\temp\disease_analyses/culiseta morsitans_culiseta morsitans_1_subs_21","culiseta morsitans_culiseta morsitans_1;21;","culiseta morsitans_culiseta morsitans","21",2,"eastern equine encephalitis;culiseta morsitans_culiseta morsitans;21","eastern equine encephalitis;culiseta morsitans_culiseta morsitans"
"1768","colorado tick","hosts","cynomys_cynomys_1_subs_21","mBCfJJ2Vmu4T","X:\DRtemp\temp\disease_analyses/cynomys_cynomys_1_subs_21","cynomys_cynomys_1;21;","cynomys_cynomys","21",2,"colorado tick;cynomys_cynomys;21","colorado tick;cynomys_cynomys"
"1795","western equine encephalitis","hosts","dendragapus_falcipennis_1_subs_21","JbztouqBbFZr","X:\DRtemp\temp\disease_analyses/dendragapus_falcipennis_1_subs_21","dendragapus_falcipennis_1;21;","dendragapus_falcipennis","21",2,"western equine encephalitis;dendragapus_falcipennis;21","western equine encephalitis;dendragapus_falcipennis"
"1799","barmah forest","hosts","dendrolagus_dendrolagus_1_subs_53","ACLX6gWbh1V1","X:\DRtemp\temp\disease_analyses/dendrolagus_dendrolagus_1_subs_53","dendrolagus_dendrolagus_1;53;","dendrolagus_dendrolagus","53",2,"barmah forest;dendrolagus_dendrolagus;53","barmah forest;dendrolagus_dendrolagus"
"1807","colorado tick","vectors","dermacentor andersoni_dermacentor andersoni_1_subs_21","aozAiNgij7LW","X:\DRtemp\temp\disease_analyses/dermacentor andersoni_dermacentor andersoni_1_subs_21","dermacentor andersoni_dermacentor andersoni_1;21;","dermacentor andersoni_dermacentor andersoni","21",2,"colorado tick;dermacentor andersoni_dermacentor andersoni;21","colorado tick;dermacentor andersoni_dermacentor andersoni"
"1808","francisella tularensis tularensis","vectors","dermacentor andersoni_dermacentor andersoni_1_subs_21","Hw9JpxdYN42K","X:\DRtemp\temp\disease_analyses/dermacentor andersoni_dermacentor andersoni_1_subs_21","dermacentor andersoni_dermacentor andersoni_1;21;","dermacentor andersoni_dermacentor andersoni","21",2,"francisella tularensis tularensis;dermacentor andersoni_dermacentor andersoni;21","francisella tularensis tularensis;dermacentor andersoni_dermacentor andersoni"
"1818","anaplasma phagocytophilum","vectors","dermacentor variabilis_dermacentor variabilis_1_subs_21","2b5Emh4XuG8A","X:\DRtemp\temp\disease_analyses/dermacentor variabilis_dermacentor variabilis_1_subs_21","dermacentor variabilis_dermacentor variabilis_1;21;","dermacentor variabilis_dermacentor variabilis","21",2,"anaplasma phagocytophilum;dermacentor variabilis_dermacentor variabilis;21","anaplasma phagocytophilum;dermacentor variabilis_dermacentor variabilis"
"1819","ehrlichia ewingii","vectors","dermacentor variabilis_dermacentor variabilis_1_subs_21","aK2Wl5oBTvrZ","X:\DRtemp\temp\disease_analyses/dermacentor variabilis_dermacentor variabilis_1_subs_21","dermacentor variabilis_dermacentor variabilis_1;21;","dermacentor variabilis_dermacentor variabilis","21",2,"ehrlichia ewingii;dermacentor variabilis_dermacentor variabilis;21","ehrlichia ewingii;dermacentor variabilis_dermacentor variabilis"
