analysis_unit_id,readiness_disease_name,disease_name,species_name,tax_id,vector_group,vector_taxon_rank,vector_join_key,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,best_evidence_level,best_evidence_basis,vector_record_sources,bites_humans,bites_humans_basis,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,taxonomy_caution
master_4,Chikungunya fever,Chikungunya fever,aedes vittatus,,mosquito,species,aedes vittatus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,coquillettidia linealis,,mosquito,species,coquillettidia linealis,TRUE,TRUE,TRUE,probable,lab,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,culex annulirostris,,mosquito,species,culex annulirostris,TRUE,TRUE,TRUE,weak,lab,lit_review,TRUE,blood_meal,competent,yes,,,low_competence_or_efficiency,FALSE
master_4,Chikungunya fever,Chikungunya fever,culex sitiens,,mosquito,species,culex sitiens,TRUE,TRUE,TRUE,weak,lab,lit_review,TRUE,blood_meal,competent,yes,,,low_competence_or_efficiency,FALSE
master_4,Chikungunya fever,Chikungunya fever,eretmapodites chrysogaster,,mosquito,species,eretmapodites chrysogaster,TRUE,FALSE,TRUE,candidate,review,lit_review,,,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,opifex fuscus,,mosquito,species,opifex fuscus,TRUE,FALSE,TRUE,candidate,review,lit_review,,,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,verrallina funerea,,mosquito,species,verrallina funerea,TRUE,TRUE,TRUE,candidate,lab,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_5,Yellow fever,Yellow fever,aedes aegypti,,mosquito,species,aedes aegypti,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,mixed,no,primary_vector|urban_vector,mixed_or_debated_evidence|population_dependent|strain_dependent,FALSE
master_5,Yellow fever,Yellow fever,aedes africanus,,mosquito,species,aedes africanus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes albopictus,,mosquito,species,aedes albopictus,TRUE,TRUE,TRUE,confirmed,lab,lit_review,TRUE,blood_meal,mixed,mixed,no,bridge_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes bromeliae,,mosquito,species,aedes bromeliae,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,bridge_vector|semidomestic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes centropunctatus,,mosquito,species,aedes centropunctatus,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,yes,,field_detection_only,FALSE
master_5,Yellow fever,Yellow fever,aedes dalzieli,,mosquito,species,aedes dalzieli,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,yes,,field_detection_only,FALSE
master_5,Yellow fever,Yellow fever,aedes furcifer,,mosquito,species,aedes furcifer,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,yes,bridge_vector|primary_vector|semidomestic_vector|sylvatic_vector,field_detection_only,FALSE
master_5,Yellow fever,Yellow fever,aedes furcifer taylori,,mosquito,infraspecific,aedes furcifer taylori,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes keniensis,,mosquito,species,aedes keniensis,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,bridge_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes luteocephalus,,mosquito,species,aedes luteocephalus,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,primary_vector|semidomestic_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes mcintoshi,,mosquito,species,aedes mcintoshi,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,unclear,,yes,,field_detection_only,FALSE
master_5,Yellow fever,Yellow fever,aedes metallicus,,mosquito,species,aedes metallicus,TRUE,FALSE,TRUE,confirmed,review,lit_review,FALSE,,competent,yes,,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes opok,,mosquito,species,aedes opok,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes scapularis,,mosquito,species,aedes scapularis,TRUE,TRUE,TRUE,candidate,field,lit_review,TRUE,blood_meal,unclear,,yes,secondary_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes simpsoni,,mosquito,species,aedes simpsoni,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes simpsoni complex,,mosquito,complex,aedes simpsoni complex,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,,,FALSE
master_5,Yellow fever,Yellow fever,aedes taeniorhynchus,,mosquito,species,aedes taeniorhynchus,TRUE,TRUE,TRUE,candidate,field,lit_review,TRUE,blood_meal,unclear,,yes,secondary_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes taylori,,mosquito,species,aedes taylori,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,aedes vittatus,,mosquito,species,aedes vittatus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,bridge_vector|primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,anopheles funestus,,mosquito,species,anopheles funestus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,unclear,,yes,,field_detection_only,FALSE
master_5,Yellow fever,Yellow fever,haemagogus capricorni,,mosquito,species,haemagogus capricorni,TRUE,FALSE,TRUE,probable,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,haemagogus equines,,mosquito,species,haemagogus equines,TRUE,FALSE,TRUE,probable,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,haemagogus janthinomys,,mosquito,species,haemagogus janthinomys,TRUE,TRUE,TRUE,confirmed,field,lit_review,TRUE,blood_meal,competent,yes,yes,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,haemagogus leucocelaenus,,mosquito,species,haemagogus leucocelaenus,TRUE,TRUE,TRUE,confirmed,field,lit_review,TRUE,blood_meal,competent,yes,yes,primary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,haemagogus mesodentatus,,mosquito,species,haemagogus mesodentatus,TRUE,FALSE,TRUE,probable,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,haemagogus spegazzinii,,mosquito,species,haemagogus spegazzinii,TRUE,FALSE,TRUE,probable,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,sabethes albipivus,,mosquito,species,sabethes albipivus,TRUE,FALSE,FALSE,confirmed,review,lit_review,,,,,,,,FALSE
master_5,Yellow fever,Yellow fever,sabethes chloropterus,,mosquito,species,sabethes chloropterus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,yes,secondary_vector|sylvatic_vector,,FALSE
master_5,Yellow fever,Yellow fever,sabethes cyaneus,,mosquito,species,sabethes cyaneus,TRUE,FALSE,FALSE,probable,review,lit_review,,,,,,,,FALSE
master_5,Yellow fever,Yellow fever,sabethes soperi,,mosquito,species,sabethes soperi,TRUE,FALSE,FALSE,probable,review,lit_review,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes albopictus,,mosquito,species,aedes albopictus,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes alternans,,mosquito,species,aedes alternans,TRUE,FALSE,TRUE,candidate,field,lit_review,,,unclear,,,secondary_vector,,FALSE
master_6,West Nile fever,West Nile fever,aedes australis,,mosquito,species,aedes australis,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes canadensis,,mosquito,species,aedes canadensis,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes cantans,,mosquito,species,aedes cantans,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes caspius,,mosquito,species,aedes caspius,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,not_competent,no,,,mixed_or_debated_evidence|no_transmission_demonstrated,FALSE
master_6,West Nile fever,West Nile fever,aedes detritus,,mosquito,species,aedes detritus,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes dorsalis,,mosquito,species,aedes dorsalis,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes excrucians,,mosquito,species,aedes excrucians,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes geniculatus,,mosquito,species,aedes geniculatus,TRUE,TRUE,TRUE,candidate,review,lit_review,FALSE,,competent,yes,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes japonicus,,mosquito,species,aedes japonicus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes japonicus japonicus,,mosquito,infraspecific,aedes japonicus japonicus,TRUE,FALSE,TRUE,weak,review,lit_review,,,not_competent,no,,,no_infection_detected,FALSE
master_6,West Nile fever,West Nile fever,aedes kochi,,mosquito,species,aedes kochi,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes melanimon,,mosquito,species,aedes melanimon,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,FALSE,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes normanensis,,mosquito,species,aedes normanensis,TRUE,TRUE,TRUE,candidate,field,lit_review,FALSE,,unclear,,,secondary_vector,,FALSE
master_6,West Nile fever,West Nile fever,aedes notoscriptus,,mosquito,species,aedes notoscriptus,TRUE,TRUE,TRUE,candidate,review,EFSA; lit_review,TRUE,blood_meal,unclear,,,bridge_vector|candidate_vector,,FALSE
master_6,West Nile fever,West Nile fever,aedes procax,,mosquito,species,aedes procax,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,FALSE,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes rusticus,,mosquito,species,aedes rusticus,TRUE,FALSE,TRUE,probable,lab,lit_review,,,competent,yes,,candidate_vector,,FALSE
master_6,West Nile fever,West Nile fever,aedes sierrensis,,mosquito,species,aedes sierrensis,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes spp,,mosquito,genus_only,aedes spp,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes taeniorhynchus,,mosquito,species,aedes taeniorhynchus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes tremulus,,mosquito,species,aedes tremulus,TRUE,FALSE,FALSE,candidate,field,lit_review,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes triseriatus,,mosquito,species,aedes triseriatus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,aedes vexans,,mosquito,species,aedes vexans,TRUE,TRUE,TRUE,candidate,review,EFSA; lit_review,TRUE,blood_meal,competent,yes,,secondary_vector,,FALSE
master_6,West Nile fever,West Nile fever,aedes vigilax,,mosquito,species,aedes vigilax,TRUE,TRUE,TRUE,candidate,review,EFSA; lit_review,TRUE,blood_meal,unclear,,,bridge_vector|candidate_vector,,FALSE
master_6,West Nile fever,West Nile fever,anopheles amictus,,mosquito,species,anopheles amictus,TRUE,TRUE,TRUE,weak,field,lit_review,TRUE,blood_meal,unclear,,,,,FALSE
master_6,West Nile fever,West Nile fever,anopheles atroparvus,,mosquito,species,anopheles atroparvus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,anopheles maculipennis s s,,mosquito,infraspecific,anopheles maculipennis s s,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,anopheles plumbeus,,mosquito,species,anopheles plumbeus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,mixed,mixed,,,limited_or_indirect_support|no_transmission_demonstrated,FALSE
master_6,West Nile fever,West Nile fever,coquillettidia linealis,,mosquito,species,coquillettidia linealis,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,coquillettidia perturbans,,mosquito,species,coquillettidia perturbans,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,coquillettidia richiardii,,mosquito,species,coquillettidia richiardii,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex annulirostris,,mosquito,species,culex annulirostris,TRUE,TRUE,TRUE,confirmed,field+lab,EFSA; lit_review,TRUE,blood_meal,competent,yes,,primary_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex australicus,,mosquito,species,culex australicus,TRUE,TRUE,TRUE,candidate,field,lit_review,FALSE,,unclear,,,candidate_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex bitaeniorhynchus,,mosquito,species,culex bitaeniorhynchus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex erythrothorax,,mosquito,species,culex erythrothorax,TRUE,TRUE,TRUE,probable,lab,EFSA; lit_review,FALSE,,competent,yes,,bridge_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex gelidus,,mosquito,species,culex gelidus,TRUE,TRUE,TRUE,candidate,lab,EFSA; lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_6,West Nile fever,West Nile fever,culex incidens,,mosquito,species,culex incidens,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex modestus,,mosquito,species,culex modestus,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,blood_meal,competent,yes,,primary_vector,field_detection_only,FALSE
master_6,West Nile fever,West Nile fever,culex molestus,,mosquito,species,culex molestus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex neavei group,,mosquito,group,culex neavei group,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex nigripalpus,,mosquito,species,culex nigripalpus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex perexiguus,,mosquito,species,culex perexiguus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,primary_vector,field_detection_only,FALSE
master_6,West Nile fever,West Nile fever,culex pervigilans,,mosquito,species,culex pervigilans,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens,,mosquito,species,culex pipiens,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,blood_meal,mixed,mixed,,primary_vector,field_detection_only|population_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens biotype molestus,,mosquito,infraspecific,culex pipiens biotype molestus,TRUE,FALSE,TRUE,probable,review,EFSA; lit_review,,,mixed,mixed,,,mixed_or_debated_evidence|strain_dependent|temperature_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens biotype molestus x culex quinquefasciatus,,mosquito,hybrid,culex pipiens biotype molestus x culex quinquefasciatus,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens,,mosquito,infraspecific,culex pipiens biotype pipiens,TRUE,FALSE,TRUE,probable,review,EFSA; lit_review,,,competent,yes,,,strain_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens x biotype molestus,,mosquito,hybrid,culex pipiens biotype pipiens x biotype molestus,TRUE,FALSE,TRUE,candidate,efsa_appendix_g,EFSA,,,mixed,mixed,,,mixed_or_debated_evidence|temperature_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens x culex quinquefasciatus,,mosquito,hybrid,culex pipiens biotype pipiens x culex quinquefasciatus,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens pipiens,,mosquito,infraspecific,culex pipiens pipiens,TRUE,FALSE,TRUE,probable,lab,lit_review,,,mixed,mixed,,,mixed_or_debated_evidence|temperature_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens quinquefasciatus,,mosquito,infraspecific,culex pipiens quinquefasciatus,TRUE,FALSE,TRUE,candidate,lab,lit_review,,,mixed,mixed,,,population_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens restuans,,mosquito,infraspecific,culex pipiens restuans,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex pipiens s l,,mosquito,sensu_lato,culex pipiens s l,TRUE,FALSE,TRUE,confirmed,review,EFSA; lit_review,,,mixed,mixed,yes,bridge_vector|primary_vector,strain_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,TRUE,TRUE,TRUE,probable,field+lab,EFSA; lit_review,TRUE,blood_meal,competent,yes,,candidate_vector|enzootic_vector|primary_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex restuans,,mosquito,species,culex restuans,TRUE,TRUE,FALSE,probable,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex salinarius,,mosquito,species,culex salinarius,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex sitiens,,mosquito,species,culex sitiens,TRUE,TRUE,TRUE,candidate,efsa_appendix_g,EFSA; lit_review,TRUE,blood_meal,unclear,yes,,candidate_vector,low_competence_or_efficiency,FALSE
master_6,West Nile fever,West Nile fever,culex spp,,mosquito,genus_only,culex spp,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,primary_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex squamosus,,mosquito,species,culex squamosus,TRUE,FALSE,TRUE,candidate,field,lit_review,,,unclear,,,candidate_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex stigmatosoma,,mosquito,species,culex stigmatosoma,TRUE,TRUE,TRUE,probable,lab,EFSA; lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_6,West Nile fever,West Nile fever,culex tarsalis,,mosquito,species,culex tarsalis,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,blood_meal,competent,yes,,primary_vector,,FALSE
master_6,West Nile fever,West Nile fever,culex thriambus,,mosquito,species,culex thriambus,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,FALSE,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex torrentium,,mosquito,species,culex torrentium,TRUE,FALSE,TRUE,probable,review,EFSA; lit_review,,,competent,yes,,,no_transmission_demonstrated|strain_dependent,FALSE
master_6,West Nile fever,West Nile fever,culex univittatus,,mosquito,species,culex univittatus,TRUE,TRUE,FALSE,probable,efsa_appendix_g,EFSA; lit_review,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culex vansomereni,,mosquito,species,culex vansomereni,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,culiseta inornata,,mosquito,species,culiseta inornata,TRUE,TRUE,TRUE,candidate,lab,EFSA; lit_review,TRUE,blood_meal,competent,yes,,secondary_vector,,FALSE
master_6,West Nile fever,West Nile fever,culiseta melanura,,mosquito,species,culiseta melanura,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,FALSE,,,,,,,FALSE
master_6,West Nile fever,West Nile fever,ochlerotatus caspius,,mosquito,species,ochlerotatus caspius,TRUE,FALSE,TRUE,weak,field,lit_review,,,unclear,,,,field_detection_only,FALSE
master_6,West Nile fever,West Nile fever,ochlerotatus dorsalis,,mosquito,species,ochlerotatus dorsalis,TRUE,FALSE,TRUE,candidate,lab,lit_review,,,competent,yes,,,low_competence_or_efficiency,FALSE
master_6,West Nile fever,West Nile fever,ochlerotatus melanimon,,mosquito,species,ochlerotatus melanimon,TRUE,FALSE,TRUE,candidate,lab,lit_review,,,competent,yes,,,low_competence_or_efficiency,FALSE
master_6,West Nile fever,West Nile fever,ochlerotatus sierrensis,,mosquito,species,ochlerotatus sierrensis,TRUE,FALSE,TRUE,weak,lab,lit_review,,,competent,yes,,,low_competence_or_efficiency,FALSE
master_6,West Nile fever,West Nile fever,verrallina carmenti,,mosquito,species,verrallina carmenti,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,verrallina funerea,,mosquito,species,verrallina funerea,TRUE,TRUE,FALSE,candidate,efsa_appendix_g,EFSA,TRUE,blood_meal,,,,,,FALSE
master_6,West Nile fever,West Nile fever,verrallina lineato,,mosquito,species,verrallina lineato,TRUE,FALSE,FALSE,candidate,efsa_appendix_g,EFSA,,,,,,,,TRUE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,amblyomma lepidum,,tick,species,amblyomma lepidum,TRUE,TRUE,TRUE,candidate,review,lit_review,FALSE,,unclear,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,amblyomma variegatum,,tick,species,amblyomma variegatum,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,dermacentor marginatus,,tick,species,dermacentor marginatus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,on_host_occurrence,unclear,,,candidate_vector,limited_or_indirect_support,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,dermacentor niveus,,tick,species,dermacentor niveus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,dermacentor nuttalli,,tick,species,dermacentor nuttalli,TRUE,TRUE,TRUE,candidate,review,lit_review,FALSE,,unclear,,,candidate_vector,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,haemaphysalis concinna,,tick,species,haemaphysalis concinna,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,haemaphysalis inermis,,tick,species,haemaphysalis inermis,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,haemaphysalis parva,,tick,species,haemaphysalis parva,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,haemaphysalis punctata,,tick,species,haemaphysalis punctata,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,on_host_occurrence,unclear,,,candidate_vector,field_detection_only,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,haemaphysalis sulcata,,tick,species,haemaphysalis sulcata,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma aegyptium,,tick,species,hyalomma aegyptium,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,on_host_occurrence,competent,,,,field_detection_only,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma anatolicum,,tick,species,hyalomma anatolicum,TRUE,TRUE,TRUE,confirmed,review,EFSA; lit_review,TRUE,on_host_occurrence,competent,,,candidate_vector|primary_vector,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma asiaticum,,tick,species,hyalomma asiaticum,TRUE,FALSE,TRUE,confirmed,review,EFSA; lit_review,,,competent,,,primary_vector,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma asiaticum kozlovi,,tick,infraspecific,hyalomma asiaticum kozlovi,TRUE,FALSE,FALSE,confirmed,review,lit_review,,,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma detritum,,tick,species,hyalomma detritum,TRUE,FALSE,FALSE,confirmed,review,lit_review,,,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma dromedarii,,tick,species,hyalomma dromedarii,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,,,candidate_vector|primary_vector,field_detection_only,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma excavatum,,tick,species,hyalomma excavatum,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,,,candidate_vector,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma impeltatum,,tick,species,hyalomma impeltatum,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,yes,,primary_vector,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma impressum,,tick,species,hyalomma impressum,TRUE,TRUE,FALSE,probable,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,hyalomma isaaci,,tick,species,hyalomma isaaci,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,on_host_occurrence,,,,,,FALSE
