disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note,vector_join_key,competence_disease_name,vector_competence_species,vector_competence_group,vector_competence_status,competence_statuses,vector_competence_evidence_types,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,competence_locations_summary,competence_source_examples,competence_note_examples,competence_row_count,vector_competence_name_cleanup_methods
Dengue,dengue,Aedes polynesiensis,aedes polynesiensis,mosquito,mosquito,confirmed,review,lit_review,1,4,American Samoa; Pacific region; South Pacific Islands,"(Barrera, 2025); Barrera 2025; Islam et al. 2021; Rakotonirina et al. 2022",main vector; regional vector; secondary vector; transmits dengue,TRUE,FALSE,aedes polynesiensis,no_change,Aedes polynesiensis,aedes polynesiensis,species,FALSE,,aedes polynesiensis,Dengue,Aedes polynesiensis,mosquito,competent,competent; unclear,narrative_review,yes,,primary_vector|secondary_vector,,global; Pacific region; South Pacific Islands,Barrera 2025; Islam et al. 2021; Rakotonirina et al. 2022,can transmit dengue; main vector on the islands; main vector in the Pacific region; secondary vector in some regions,3,normalized_name
Dengue,dengue,Aedes pseudoscutellaris,aedes pseudoscutellaris,mosquito,mosquito,candidate,review,lit_review,1,1,Pacific region,Rakotonirina et al. 2022,highly suspected,TRUE,FALSE,aedes pseudoscutellaris,no_change,Aedes pseudoscutellaris,aedes pseudoscutellaris,species,FALSE,,aedes pseudoscutellaris,Dengue,Aedes pseudoscutellaris,mosquito,unclear,unclear,narrative_review,,,,,Pacific region,Rakotonirina et al. 2022,vector or highly suspected vector of DENV,1,normalized_name
Dengue,dengue,Aedes scutellaris,aedes scutellaris,mosquito,mosquito,candidate,review,lit_review,1,2,Cambodia; Pacific region,Doeurk et al. 2024; Rakotonirina et al. 2022,highly suspected; potential vector,TRUE,FALSE,aedes scutellaris,no_change,Aedes scutellaris,aedes scutellaris,species,FALSE,,aedes scutellaris,Dengue,Aedes scutellaris,mosquito,unclear,unclear,narrative_review,,,candidate_vector,,Cambodia; Pacific region,Doeurk et al. 2024; Rakotonirina et al. 2022,potential vector in Cambodia; cited as competent in Thailand Laos and Singapore; vector or highly suspected vector of DENV,2,normalized_name
Dengue,dengue,Aedes taylori,aedes taylori,mosquito,mosquito,confirmed,review,lit_review,1,1,Senegal,Althouse et al. 2012,main vector in Senegal,TRUE,FALSE,aedes taylori,no_change,Aedes taylori,aedes taylori,species,FALSE,,aedes taylori,Dengue,Aedes taylori,mosquito,mixed,mixed,narrative_review,,,primary_vector,,Senegal,Althouse et al. 2012,main vector in Senegal; studies cited as differing widely in vector competence,1,normalized_name
Dengue,dengue,Aedes vittatus,aedes vittatus,mosquito,mosquito,confirmed,review,lit_review,1,2,India; western Mediterranean; Senegal,Althouse et al. 2012; Schaffner and Mathis 2014,main vector in Senegal; occasionally mentioned; role likely restricted,TRUE,FALSE,aedes vittatus,no_change,Aedes vittatus,aedes vittatus,species,FALSE,,aedes vittatus,Dengue,Aedes vittatus,mosquito,mixed,mixed; unclear,narrative_review,,,primary_vector,,India; western Mediterranean; Senegal,Althouse et al. 2012; Schaffner and Mathis 2014,main vector in Senegal; studies cited as differing widely in vector competence; occasionally mentioned as a dengue vector in India; role likely restricted in Europe,2,normalized_name
Dengue,dengue,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,weak,review,lit_review,1,1,Americas,Jones et al. 2020,field infection only not experimentally competent,TRUE,FALSE,culex quinquefasciatus,no_change,Culex quinquefasciatus,culex quinquefasciatus,species,FALSE,,culex quinquefasciatus,Dengue,Culex quinquefasciatus,mosquito,not_competent,not_competent,systematic_review,,yes,,,Americas,Jones et al. 2020,field infection observed but not identified as experimentally competent,1,normalized_name
Oropouche fever,oropouche fever,Culicoides,culicoides,midge,midge,candidate,review,lit_review,1,1,,Sakkas et al. 2018,genus-level sylvatic vector,TRUE,FALSE,culicoides,no_change,Culicoides,culicoides,genus_only,FALSE,,culicoides,Oropouche fever,Culicoides,biting_midge,unclear,unclear,narrative_review,,,candidate_vector|sylvatic_vector,taxon_level_not_specific,global,Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,genus-level sylvatic vector candidate; genus-level sylvatic vector mentioned in the review,2,normalized_name
Oropouche fever,oropouche fever,Culicoides insignis,culicoides insignis,midge,midge,candidate,review,lit_review,1,1,Peru,Ayres et al. 2026,possible new vector,TRUE,FALSE,culicoides insignis,no_change,Culicoides insignis,culicoides insignis,species,FALSE,,culicoides insignis,Oropouche fever,Culicoides insignis,biting_midge,unclear,unclear,narrative_review,,yes,,,Peru,Ayres et al. 2026,two positive pools; possible new vector,1,normalized_name
Oropouche fever,oropouche fever,Culicoides paraensis,culicoides paraensis,midge,midge,confirmed,review,lit_review,1,7,Brazil,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,main vector; primary urban vector; primary vector; principal urban vector; principal vector,TRUE,FALSE,culicoides paraensis,no_change,Culicoides paraensis,culicoides paraensis,species,FALSE,,culicoides paraensis,Oropouche fever,Culicoides paraensis,biting_midge,competent,competent,narrative_review; systematic_review,yes,,primary_vector|urban_vector,,Brazil; global,Ayres et al. 2026; Gallichotte et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,high competence to transmit OROV; strongest species in the review; main urban vector; transmitted to hamsters from viremic patients; primary urban vector; laboratory transmission to hamsters from viremic blood meals; primary urban vector; transmitted to hamsters; strongest support in the review; primary vector in the Brazil-focused review,5,normalized_name
Oropouche fever,oropouche fever,Culicoides sonorensis,culicoides sonorensis,midge,midge,probable,review,lit_review,1,2,North America,Ayres et al. 2026; Gallichotte et al. 2025,high competence; lab competence,TRUE,FALSE,culicoides sonorensis,no_change,Culicoides sonorensis,culicoides sonorensis,species,FALSE,,culicoides sonorensis,Oropouche fever,Culicoides sonorensis,biting_midge,competent,competent,narrative_review; systematic_review,yes,,candidate_vector,,North America,Ayres et al. 2026; Gallichotte et al. 2025,"high infection, dissemination and transmission; putative vector in the USA",2,normalized_name
Oropouche fever,oropouche fever,Aedes (Ochlerotatus) serratus,aedes ochlerotatus serratus,mosquito,mosquito,probable,review,lit_review,1,2,Brazil,Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,secondary vector; sylvatic cycle; sylvatic cycle,TRUE,FALSE,aedes serratus,rule_drop_subgenus_token,Aedes (Ochlerotatus) serratus,aedes serratus,species,FALSE,,aedes serratus,Oropouche fever,Aedes (Ochlerotatus) serratus; Aedes serratus,mosquito,unclear,unclear,narrative_review; systematic_review,,yes,candidate_vector|secondary_vector|sylvatic_vector,limited_or_indirect_support,Brazil; global,Ayres et al. 2026; Gallichotte et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,natural detection in Brazil; potential sylvatic vector; secondary vector; sylvatic cycle; sylvatic vector candidate; laboratory competence not established; sylvatic vector candidate; natural infection detected but lab competence not established,4,normalized_name; rule_drop_subgenus_token
Oropouche fever,oropouche fever,Aedes aegypti,aedes aegypti,mosquito,mosquito,candidate,field,lit_review,1,4,Brazil; Cuba,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Sciancalepore et al. 2022,limited competence; listed mosquito vector; PCR only; Cuban outbreak; vertical transmission/PCR,TRUE,FALSE,aedes aegypti,no_change,Aedes aegypti,aedes aegypti,species,FALSE,,aedes aegypti,Oropouche fever,Aedes aegypti,mosquito,mixed,mixed; unclear,field_detection; narrative_review; systematic_review,mixed,yes,,limited_or_indirect_support|low_competence_or_efficiency,Brazil; Cuba; global,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Sciancalepore et al. 2022,limited competence; field detections and vertical transmission discussed; limited competence; oral infection failure in some studies; natural infection reported; oral infection negative but systemic infection/transmission positive in study summarized; RT-qPCR-positive pools from outbreak areas; competence not assessed,4,normalized_name
Oropouche fever,oropouche fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,candidate,review,lit_review,1,3,Italy,Ayres et al. 2026; Gallichotte et al. 2025; Mancuso et al. 2025,limited competence; mixed lab evidence; no competence detected,TRUE,FALSE,aedes albopictus,no_change,Aedes albopictus,aedes albopictus,species,FALSE,,aedes albopictus,Oropouche fever,Aedes albopictus,mosquito,mixed,mixed; not_competent,lab_experiment; narrative_review; systematic_review,mixed,yes,,field_detection_only|mixed_or_debated_evidence|no_transmission_demonstrated,Brazil; global; Italy,Ayres et al. 2026; Gallichotte et al. 2025; Mancuso et al. 2025; Sciancalepore et al. 2022,"body RNA detected in 2 mosquitoes only; no saliva, dissemination, or F1 transmission; mixed experimental results; no transmission in some studies; mixed lab evidence; no transmission in some studies, limited transmission in another; natural infection reported; oral infection negative but systemic infection/transmission positive in study summarized",4,normalized_name
Oropouche fever,oropouche fever,Aedes scapularis,aedes scapularis,mosquito,mosquito,weak,review,lit_review,1,1,,Gallichotte et al. 2025,parenteral inoculation only,TRUE,FALSE,aedes scapularis,no_change,Aedes scapularis,aedes scapularis,species,FALSE,,aedes scapularis,Oropouche fever,Aedes scapularis,mosquito,not_competent,not_competent,narrative_review; systematic_review,no,,,no_transmission_demonstrated,global,Ayres et al. 2026; Gallichotte et al. 2025,parenteral inoculation only; no transmission observed,2,normalized_name
Oropouche fever,oropouche fever,Aedes serratus,aedes serratus,mosquito,mosquito,candidate,review,lit_review,1,3,Brazil,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025,potential sylvatic vector; potential vector; sylvatic cycle,TRUE,FALSE,aedes serratus,no_change,Aedes serratus,aedes serratus,species,FALSE,,aedes serratus,Oropouche fever,Aedes (Ochlerotatus) serratus; Aedes serratus,mosquito,unclear,unclear,narrative_review; systematic_review,,yes,candidate_vector|secondary_vector|sylvatic_vector,limited_or_indirect_support,Brazil; global,Ayres et al. 2026; Gallichotte et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,natural detection in Brazil; potential sylvatic vector; secondary vector; sylvatic cycle; sylvatic vector candidate; laboratory competence not established; sylvatic vector candidate; natural infection detected but lab competence not established,4,normalized_name; rule_drop_subgenus_token
Oropouche fever,oropouche fever,Coquillettidia venezuelensis,coquillettidia venezuelensis,mosquito,mosquito,probable,review,lit_review,1,5,Trinidad; Trinidad and Tobago,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,potential sylvatic vector; potential vector; secondary vector; sylvatic cycle; sylvatic cycle,TRUE,FALSE,coquillettidia venezuelensis,no_change,Coquillettidia venezuelensis,coquillettidia venezuelensis,species,FALSE,,coquillettidia venezuelensis,Oropouche fever,Coquillettidia venezuelensis,mosquito,unclear,unclear,narrative_review; systematic_review,,yes,candidate_vector|secondary_vector|sylvatic_vector,limited_or_indirect_support,global; Trinidad and Tobago,Ayres et al. 2026; Gallichotte et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,natural detection in the original Trinidad study; potential sylvatic vector; secondary vector; sylvatic cycle; sylvatic vector candidate; laboratory competence not established; sylvatic vector candidate; natural infection detected but lab competence not established,4,normalized_name
Oropouche fever,oropouche fever,Culex pipiens,culex pipiens,mosquito,mosquito,weak,lab,lit_review,1,1,Italy,Mancuso et al. 2025,no competence detected,TRUE,FALSE,culex pipiens,no_change,Culex pipiens,culex pipiens,species,FALSE,,culex pipiens,Oropouche fever,Culex pipiens,mosquito,not_competent,not_competent,lab_experiment; narrative_review,no,,,no_infection_detected,global; Italy,Ayres et al. 2026; Mancuso et al. 2025,"no infection, dissemination, transmission, or F1 evidence; no vector competence in US and European studies",2,normalized_name
Oropouche fever,oropouche fever,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,probable,review,lit_review,1,7,Brazil; Cuba,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,candidate competent vector; considerable urban vector; less important vector; PCR only; Cuban outbreak; poor vector; low competence; secondary vector; debated,TRUE,FALSE,culex quinquefasciatus,no_change,Culex quinquefasciatus,culex quinquefasciatus,species,FALSE,,culex quinquefasciatus,Oropouche fever,Culex quinquefasciatus,mosquito,mixed,mixed; unclear,field_detection; narrative_review; systematic_review,mixed,yes,candidate_vector|secondary_vector,limited_or_indirect_support|low_competence_or_efficiency,Brazil; Cuba; global,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,candidate competent vector; high infection threshold and role remains unclear; less important vector; high infection threshold and low efficiency; low infection/dissemination and limited transmission; poor vector overall; natural infection reported; oral infection negative but systemic infection/transmission positive in study summarized; RT-qPCR-positive pools from outbreak areas; competence not assessed; secondary vector; low infection and low/variable transmission; field detections also discussed,6,normalized_name
Oropouche fever,oropouche fever,Culex tarsalis,culex tarsalis,mosquito,mosquito,candidate,review,lit_review,1,1,,Gallichotte et al. 2025,limited transmission,TRUE,FALSE,culex tarsalis,no_change,Culex tarsalis,culex tarsalis,species,FALSE,,culex tarsalis,Oropouche fever,Culex tarsalis,mosquito,not_competent,not_competent,narrative_review; systematic_review,no,,,low_competence_or_efficiency|no_transmission_demonstrated,North America,Ayres et al. 2026; Gallichotte et al. 2025,very low infection and no dissemination or transmission,2,normalized_name
Oropouche fever,oropouche fever,Limatus durhamii,limatus durhamii,mosquito,mosquito,weak,review,lit_review,1,1,Brazil,Ayres et al. 2026,PCR only,TRUE,FALSE,limatus durhamii,no_change,Limatus durhamii,limatus durhamii,species,FALSE,,limatus durhamii,Oropouche fever,Limatus durhamii,mosquito,unclear,unclear,narrative_review,,yes,,,Brazil,Ayres et al. 2026,PCR-positive in 2024 outbreak surveillance discussed in the review,1,normalized_name
Oropouche fever,oropouche fever,Ochlerotatus serratus,ochlerotatus serratus,mosquito,mosquito,candidate,review,lit_review,1,1,Brazil,Sciancalepore et al. 2022,listed mosquito vector,TRUE,FALSE,ochlerotatus serratus,no_change,Ochlerotatus serratus,ochlerotatus serratus,species,FALSE,,ochlerotatus serratus,Oropouche fever,Ochlerotatus serratus,mosquito,unclear,unclear,systematic_review,,yes,,field_detection_only,Brazil,Sciancalepore et al. 2022,listed mosquito vector; field detection only in this review,1,normalized_name
Oropouche fever,oropouche fever,Psorophora ferox,psorophora ferox,mosquito,mosquito,weak,review,lit_review,1,1,,Gallichotte et al. 2025,parenteral inoculation only,TRUE,FALSE,psorophora ferox,no_change,Psorophora ferox,psorophora ferox,species,FALSE,,psorophora ferox,Oropouche fever,Psorophora ferox,mosquito,not_competent,not_competent,narrative_review; systematic_review,no,,,no_transmission_demonstrated,global,Ayres et al. 2026; Gallichotte et al. 2025,parenteral inoculation only; no transmission observed,2,normalized_name
Plague,plague,Aetheca wagneri,aetheca wagneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,aetheca wagneri,no_change,Aetheca wagneri,aetheca wagneri,species,FALSE,,aetheca wagneri,Plague,Aetheca wagneri,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector with positive transmission and blocking data,1,normalized_name
Plague,plague,Citellophilus tesquorum,citellophilus tesquorum,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking and transmission studies,TRUE,FALSE,citellophilus tesquorum,no_change,Citellophilus tesquorum,citellophilus tesquorum,species,FALSE,,citellophilus tesquorum,Plague,Citellophilus tesquorum,flea,mixed,mixed,narrative_review,,,,temperature_dependent,,Gage and Kosoy 2005,blocking and transmission studies with temperature dependent blockage,1,normalized_name
Plague,plague,Citellophilus tesquorum altaicus,citellophilus tesquorum altaicus,flea,flea,confirmed,review,lit_review,1,2,southern Siberia,Ben Ari et al. 2011; Gage and Kosoy 2005,important vector; winter maintenance in hibernating rodents,TRUE,FALSE,citellophilus tesquorum altaicus,no_change,Citellophilus tesquorum altaicus,citellophilus tesquorum altaicus,infraspecific,FALSE,,citellophilus tesquorum altaicus,Plague,Citellophilus tesquorum altaicus,flea,mixed,mixed; unclear,narrative_review,yes,yes,,,southern Siberia,Ben Ari et al. 2011; Gage and Kosoy 2005,important vector with low blocking rates and block free transmission; supposedly able to maintain plague infection over winter on hibernating long-tailed Siberian souslik,2,normalized_name
Plague,plague,Ctenocephalides felis,ctenocephalides felis,flea,flea,confirmed,review,lit_review,1,2,North America; Northeast Brazil; Serra dos Orgaos (RJ),Eisen et al. 2009 Table 1; Reis et al. 2021,experimentally confirmed; naturally infected,TRUE,FALSE,ctenocephalides felis,no_change,Ctenocephalides felis,ctenocephalides felis,species,FALSE,,ctenocephalides felis,Plague,Ctenocephalides felis,flea,mixed,mixed; unclear,narrative_review,mixed,yes,,,North America; Northeast Brazil; Serra dos Orgãos RJ,Eisen et al. 2009; Reis et al. 2021,naturally infected but the review does not establish competence here; transmission in mass action trials but not individual trials in older study and later study also supported early-phase transmission,2,normalized_name
Plague,plague,Echidnophaga gallinaceus,echidnophaga gallinaceus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,echidnophaga gallinaceus,no_change,Echidnophaga gallinaceus,echidnophaga gallinaceus,species,FALSE,,echidnophaga gallinaceus,Plague,Echidnophaga gallinaceus,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Epitedia eumolpi,epitedia eumolpi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,epitedia eumolpi,no_change,Epitedia eumolpi,epitedia eumolpi,species,FALSE,,epitedia eumolpi,Plague,Epitedia eumolpi,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Epitedia wenmanni,epitedia wenmanni,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,epitedia wenmanni,no_change,Epitedia wenmanni,epitedia wenmanni,species,FALSE,,epitedia wenmanni,Plague,Epitedia wenmanni,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Hoplopsyllus anomalus,hoplopsyllus anomalus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,hoplopsyllus anomalus,no_change,Hoplopsyllus anomalus,hoplopsyllus anomalus,species,FALSE,,hoplopsyllus anomalus,Plague,Hoplopsyllus anomalus,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Hystrichopsylla linsdalei,hystrichopsylla linsdalei,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; important in enzootic transmission,TRUE,FALSE,hystrichopsylla linsdalei,no_change,Hystrichopsylla linsdalei,hystrichopsylla linsdalei,species,FALSE,,hystrichopsylla linsdalei,Plague,Hystrichopsylla linsdalei,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Malaraeus telchinum,malaraeus telchinum,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; mechanical transmission,TRUE,FALSE,malaraeus telchinum,no_change,Malaraeus telchinum,malaraeus telchinum,species,FALSE,,malaraeus telchinum,Plague,Malaraeus telchinum,flea,mixed,mixed,narrative_review,yes,,,,North America,Eisen et al. 2009,rarely blocked but can transmit when many fleas feed soon after infection,1,normalized_name
Plague,plague,Megabothris abantis,megabothris abantis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,megabothris abantis,no_change,Megabothris abantis,megabothris abantis,species,FALSE,,megabothris abantis,Plague,Megabothris abantis,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Neopsylla setosa,neopsylla setosa,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking study,TRUE,FALSE,neopsylla setosa,no_change,Neopsylla setosa,neopsylla setosa,species,FALSE,,neopsylla setosa,Plague,Neopsylla setosa,flea,unclear,unclear,narrative_review,,,,limited_or_indirect_support,,Gage and Kosoy 2005,blocking study only in the cited passage,1,normalized_name
Plague,plague,Nosopsyllus fasciatus,nosopsyllus fasciatus,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; northern rat flea,TRUE,FALSE,nosopsyllus fasciatus,no_change,Nosopsyllus fasciatus,nosopsyllus fasciatus,species,FALSE,,nosopsyllus fasciatus,Plague,Nosopsyllus fasciatus,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Opisodasys nesiotis,opisodasys nesiotis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,OCR spelling uncertain,TRUE,FALSE,opisodasys nesiotis,no_change,Opisodasys nesiotis,opisodasys nesiotis,species,FALSE,,opisodasys nesiotis,Plague,Opisodasys nesiotis,flea,competent,competent,narrative_review,yes,,,spelling_or_ocr_issue,North America,Eisen et al. 2009,OCR spelling uncertain in source text,1,normalized_name
Plague,plague,Orchopeas sexdentatus,orchopeas sexdentatus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,orchopeas sexdentatus,no_change,Orchopeas sexdentatus,orchopeas sexdentatus,species,FALSE,,orchopeas sexdentatus,Plague,Orchopeas sexdentatus,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Oropsylla bruneri,oropsylla bruneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla bruneri,no_change,Oropsylla bruneri,oropsylla bruneri,species,FALSE,,oropsylla bruneri,Plague,Oropsylla bruneri,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Oropsylla hirsuta,oropsylla hirsuta,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla hirsuta,no_change,Oropsylla hirsuta,oropsylla hirsuta,species,FALSE,,oropsylla hirsuta,Plague,Oropsylla hirsuta,flea,mixed,mixed,narrative_review,yes,,,low_competence_or_efficiency,North America,Eisen et al. 2009,positive transmission but variable across studies and one study showed very low efficiency,1,normalized_name
Plague,plague,Oropsylla idahoensis,oropsylla idahoensis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla idahoensis,no_change,Oropsylla idahoensis,oropsylla idahoensis,species,FALSE,,oropsylla idahoensis,Plague,Oropsylla idahoensis,flea,mixed,mixed,narrative_review,yes,,,,North America,Eisen et al. 2009,transmission demonstrated only in mass feeding experiments and no individual transmission signal in the table,1,normalized_name
Plague,plague,Oropsylla labis,oropsylla labis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla labis,no_change,Oropsylla labis,oropsylla labis,species,FALSE,,oropsylla labis,Plague,Oropsylla labis,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Oropsylla montana,oropsylla montana,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; less efficient vector,TRUE,FALSE,oropsylla montana,no_change,Oropsylla montana,oropsylla montana,species,FALSE,,oropsylla montana,Plague,Oropsylla montana,flea,mixed,mixed,narrative_review,yes,,,,North America,Eisen et al. 2009,low and variable efficiency but clear experimental transmission,1,normalized_name
Plague,plague,Oropsylla rupestris,oropsylla rupestris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla rupestris,no_change,Oropsylla rupestris,oropsylla rupestris,species,FALSE,,oropsylla rupestris,Plague,Oropsylla rupestris,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Oropsylla tuberculata,oropsylla tuberculata,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla tuberculata,no_change,Oropsylla tuberculata,oropsylla tuberculata,species,FALSE,,oropsylla tuberculata,Plague,Oropsylla tuberculata,flea,competent,competent,narrative_review,yes,,,,North America,Eisen et al. 2009,experimentally confirmed vector,1,normalized_name
Plague,plague,Oropsylla tuberculata cynomuris,oropsylla tuberculata cynomuris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla tuberculata cynomuris,no_change,Oropsylla tuberculata cynomuris,oropsylla tuberculata cynomuris,infraspecific,FALSE,,oropsylla tuberculata cynomuris,Plague,Oropsylla tuberculata cynomuris,flea,mixed,mixed,narrative_review,yes,,,,North America,Eisen et al. 2009,transmission occurred with no blocking in the cited study,1,normalized_name
Plague,plague,Paradoxopsyllus curvispinus,paradoxopsyllus curvispinus,flea,flea,weak,review,lit_review,1,1,Japan; Southeast Asia,Medvedev et al. 2022,historical claim; debated,TRUE,FALSE,paradoxopsyllus curvispinus,no_change,Paradoxopsyllus curvispinus,paradoxopsyllus curvispinus,species,FALSE,,paradoxopsyllus curvispinus,Plague,Paradoxopsyllus curvispinus,flea,unclear,unclear,narrative_review,,yes,,mixed_or_debated_evidence,Japan; Southeast Asia,Medvedev et al. 2022,historical infection claim appears likely accidental in Japan and the review treats the vector role as debated,1,normalized_name
Plague,plague,Paradoxopsyllus custodis,paradoxopsyllus custodis,flea,flea,candidate,review,lit_review,1,1,"Yunnan, China",Medvedev et al. 2022,limited epizootic mention,TRUE,FALSE,paradoxopsyllus custodis,no_change,Paradoxopsyllus custodis,paradoxopsyllus custodis,species,FALSE,,paradoxopsyllus custodis,Plague,Paradoxopsyllus custodis,flea,unclear,unclear,narrative_review,,yes,epizootic_vector,,Yunnan China,Medvedev et al. 2022,limited epizootic mention with no direct transmission experiment,1,normalized_name
Plague,plague,Paradoxopsyllus dashidorzhii,paradoxopsyllus dashidorzhii,flea,flea,confirmed,review,lit_review,1,1,Mongolia; Russia,Medvedev et al. 2022,main vector,TRUE,FALSE,paradoxopsyllus dashidorzhii,no_change,Paradoxopsyllus dashidorzhii,paradoxopsyllus dashidorzhii,species,FALSE,,paradoxopsyllus dashidorzhii,Plague,Paradoxopsyllus dashidorzhii,flea,mixed,mixed,narrative_review,mixed,yes,primary_vector,no_transmission_demonstrated,Mongolia; Russia,Medvedev et al. 2022,main vector in some foci but one experiment showed no transmission while another confirmed group transmission,1,normalized_name
